ID,Date of Payment (Payment),OR Number (Payment),Year (Payment),Lodge (Payment),Amount (Payment),Posted (Payment),User (Payment)
72251,3/31/2015,157758,2015,15,1875,1,ALLAN
72251,5/6/2014,153748,2014,15,1725,1,ALLAN
72251,3/6/2014,152776,2013,15,1425,1,ALLAN
72252,3/28/2025,434,2025,15,2600,1,ALLAN
72252,2/14/2024,193859,2024,15,2600,1,ALLAN
72252,2/7/2023,187280,2023,15,2500,1,ALLAN
72252,2/21/2022,181212,2022,15,2500,1,ALLAN
72252,1/20/2021,177272,2021,15,1725,1,ALLAN
72252,2/14/2020,175325,2020,15,1725,1,ALLAN
72252,3/18/2019,171697,2019,15,1725,1,ALLAN
72252,2/26/2018,168180,2018,15,1725,1,ALLAN
72252,3/15/2017,164578,2017,15,1875,1,ALLAN
72252,3/1/2016,160871,2016,15,1875,1,ALLAN
72252,3/31/2015,157758,2015,15,1875,1,ALLAN
72252,5/6/2014,153748,2014,15,1725,1,ALLAN
72252,3/6/2014,152776,2013,15,1425,1,ALLAN
72291,1/20/2025,199746,2025,69,2600,1,ALLAN
72291,1/31/2024,193512,2024,69,2600,1,ALLAN
72291,12/29/2022,186474,2023,69,2500,1,ALLAN
72291,4/11/2022,22-007,2022,69,2500,1,ALLAN
72291,4/26/2021,21-039,2021,69,1725,1,ALLAN
72291,1/16/2020,174693,2020,69,1725,1,ALLAN
72291,1/18/2019,170872,2019,69,1725,1,ALLAN
72291,1/8/2018,167477,2018,69,1725,1,ALLAN
72291,3/14/2017,164497,2017,69,1875,1,ALLAN
72291,3/1/2016,160883,2016,69,1875,1,ALLAN
72291,3/26/2015,157587,2015,69,1875,1,ALLAN
72291,3/26/2015,157587,2014,69,300,1,ALLAN
72291,3/14/2014,152931,2014,69,1425,1,CECILLE
72291,4/30/2014,14-019,2013,69,1425,1,ALLAN
72292,3/28/2025,437,2025,448,550,1,ALLAN
72292,1/20/2025,199746,2025,69,2600,1,ALLAN
72292,4/4/2024,195011,2024,448,550,1,ALLAN
72292,1/31/2024,193512,2024,69,2600,1,ALLAN
72292,3/6/2023,187883,2023,448,550,1,ALLAN
72292,12/29/2022,186474,2023,69,2500,1,ALLAN
72292,4/11/2022,22-007,2022,69,2500,1,ALLAN
72292,2/28/2022,181404,2022,448,550,1,ALLAN
72292,4/26/2021,21-039,2021,69,1725,1,ALLAN
72292,2/17/2021,177784,2021,448,450,1,ALLAN
72292,2/17/2021,177784,2020,448,450,1,ALLAN
72292,1/16/2020,174693,2020,69,1725,1,ALLAN
72292,7/15/2019,19-097,2019,448,450,1,ALLAN
72292,1/18/2019,170872,2019,69,1725,1,ALLAN
72292,7/15/2019,19-097,2018,448,450,1,ALLAN
72292,1/8/2018,167477,2018,69,1725,1,ALLAN
72292,3/14/2017,164497,2017,69,1875,1,ALLAN
72292,3/1/2016,160883,2016,69,1875,1,ALLAN
72292,3/6/2015,157243,2015,69,1875,1,CECILLE
72292,3/26/2015,157587,2014,69,1725,1,ALLAN
72292,4/30/2014,14-019,2013,69,1425,1,ALLAN
72294,4/26/2021,21-039,2021,69,1725,1,ALLAN
72294,1/16/2020,174693,2020,69,1725,1,ALLAN
72294,1/18/2019,170872,2019,69,1725,1,ALLAN
72294,1/8/2018,167477,2018,69,1725,1,ALLAN
72294,1/8/2018,167476,2017,69,1875,1,ALLAN
72294,1/8/2018,167476,2016,69,1675,1,ALLAN
72294,1/8/2018,167476,2015,69,1675,1,ALLAN
72295,1/20/2025,199746,2025,69,2600,1,ALLAN
72295,1/31/2024,193512,2024,69,2600,1,ALLAN
72295,12/29/2022,186474,2023,69,2500,1,ALLAN
72295,4/11/2022,22-007,2022,69,2500,1,ALLAN
72295,4/26/2021,21-039,2021,69,1725,1,ALLAN
72295,1/16/2020,174693,2020,69,1725,1,ALLAN
72295,1/18/2019,170872,2019,69,1725,1,ALLAN
72295,1/8/2018,167477,2018,69,1725,1,ALLAN
72295,3/14/2017,164497,2017,69,1875,1,ALLAN
72295,3/1/2016,160883,2016,69,1875,1,ALLAN
72295,3/26/2015,157587,2015,69,1875,1,ALLAN
72295,3/26/2015,157587,2014,69,1725,1,ALLAN
72295,4/30/2014,14-019,2013,69,1425,1,ALLAN
72296,1/20/2025,199746,2025,69,2600,1,ALLAN
72296,1/31/2024,193512,2024,69,2600,1,ALLAN
72296,12/29/2022,186474,2023,69,2500,1,ALLAN
72296,4/11/2022,22-007,2022,69,2500,1,ALLAN
72296,4/26/2021,21-039,2021,69,1725,1,ALLAN
72296,1/16/2020,174693,2020,69,1725,1,ALLAN
72296,1/18/2019,170872,2019,69,1725,1,ALLAN
72296,1/8/2018,167477,2018,69,1725,1,ALLAN
72296,3/14/2017,164497,2017,69,1875,1,ALLAN
72296,3/1/2016,160883,2016,69,1875,1,ALLAN
72296,3/1/2016,160883,2015,69,1875,1,ALLAN
72296,3/1/2016,160883,2013,69,1225,1,ALLAN
72297,1/20/2025,199746,2025,69,2600,1,ALLAN
72297,1/31/2024,193512,2024,69,2600,1,ALLAN
72297,12/29/2022,186474,2023,69,2500,1,ALLAN
72297,4/11/2022,22-007,2022,69,2500,1,ALLAN
72297,4/26/2021,21-039,2021,69,1725,1,ALLAN
72297,1/16/2020,174693,2020,69,1725,1,ALLAN
72297,1/18/2019,170872,2019,69,1725,1,ALLAN
72297,1/8/2018,167477,2018,69,1725,1,ALLAN
72297,3/14/2017,164497,2017,69,1875,1,ALLAN
72297,3/1/2016,160883,2016,69,1875,1,ALLAN
72297,3/26/2015,157587,2015,69,1875,1,ALLAN
72297,3/26/2015,157587,2014,69,300,1,ALLAN
72297,3/14/2014,152931,2014,69,1425,1,CECILLE
72297,4/30/2014,14-019,2013,69,1425,1,ALLAN
72301,3/26/2025,389,2025,346,2600,1,ALLAN
72301,2/15/2024,193889,2024,346,2600,1,ALLAN
72301,1/13/2023,186720,2023,346,2500,1,ALLAN
72301,2/18/2022,181196,2022,346,2500,1,ALLAN
72301,2/18/2021,177813,2021,346,1725,1,ALLAN
72301,3/3/2020,175616,2020,346,1725,1,ALLAN
72301,1/11/2019,170733,2019,346,1725,1,ALLAN
72301,3/14/2018,168447,2018,346,1725,1,ALLAN
72301,3/15/2017,164589,2017,346,1875,1,ALLAN
72301,7/30/2016,16-148,2016,346,1875,1,ALLAN
72301,3/31/2015,157761,2015,346,1875,1,ALLAN
72301,3/31/2015,157761,2014,346,1725,1,ALLAN
72301,3/19/2014,153082,2013,346,1425,1,ALLAN
72302,3/26/2025,389,2025,346,2600,1,ALLAN
72302,2/15/2024,193889,2024,346,2600,1,ALLAN
72302,1/13/2023,186720,2023,346,2500,1,ALLAN
72302,2/18/2022,181196,2022,346,2500,1,ALLAN
72302,2/18/2021,177813,2021,346,1725,1,ALLAN
72302,3/3/2020,175616,2020,346,1725,1,ALLAN
72302,1/11/2019,170733,2019,346,1725,1,ALLAN
72302,3/14/2018,168447,2018,346,1725,1,ALLAN
72302,3/15/2017,164589,2017,346,1875,1,ALLAN
72302,7/30/2016,16-148,2016,346,1875,1,ALLAN
72302,3/31/2015,157761,2015,346,1875,1,ALLAN
72302,3/31/2015,157761,2014,346,1725,1,ALLAN
72302,3/19/2014,153082,2013,346,1425,1,ALLAN
72430,3/28/2025,434,2025,15,2600,1,ALLAN
72430,2/14/2024,193859,2024,15,2600,1,ALLAN
72430,2/7/2023,187280,2023,15,2500,1,ALLAN
72430,2/21/2022,181212,2022,15,2500,1,ALLAN
72430,1/20/2021,177272,2021,15,1725,1,ALLAN
72430,2/14/2020,175325,2020,15,1725,1,ALLAN
72430,3/18/2019,171697,2019,15,1725,1,ALLAN
72430,2/26/2018,168180,2018,15,1725,1,ALLAN
72430,3/15/2017,164578,2017,15,1875,1,ALLAN
72430,3/28/2016,161323,2016,15,1875,1,ALLAN
72430,3/31/2015,157758,2015,15,1875,1,ALLAN
72430,2/26/2015,157094,2014,15,1725,1,ALLAN
72430,1/3/2014,151854,2013,15,1425,1,ALLAN
72431,3/28/2025,434,2025,15,2600,1,ALLAN
72431,2/14/2024,193859,2024,15,2600,1,ALLAN
72431,2/7/2023,187280,2023,15,2500,1,ALLAN
72431,2/21/2022,181212,2022,15,2500,1,ALLAN
72431,1/20/2021,177272,2021,15,1725,1,ALLAN
72431,2/14/2020,175325,2020,15,1725,1,ALLAN
72431,3/18/2019,171697,2019,15,1725,1,ALLAN
72431,2/26/2018,168180,2018,15,1725,1,ALLAN
72431,3/15/2017,164578,2017,15,1875,1,ALLAN
72431,3/28/2016,161323,2016,15,1875,1,ALLAN
72431,3/31/2015,157758,2015,15,1875,1,ALLAN
72431,2/26/2015,157094,2014,15,1725,1,ALLAN
72431,3/6/2014,152776,2013,15,1425,1,ALLAN
72432,3/28/2025,434,2025,15,2600,1,ALLAN
72432,2/14/2024,193859,2024,15,2600,1,ALLAN
72432,2/7/2023,187280,2023,15,2500,1,ALLAN
72432,2/21/2022,181212,2022,15,2500,1,ALLAN
72432,1/20/2021,177272,2021,15,1725,1,ALLAN
72432,2/14/2020,175325,2020,15,1725,1,ALLAN
72432,3/18/2019,171697,2019,15,1725,1,ALLAN
72432,2/26/2018,168180,2018,15,1725,1,ALLAN
72432,3/15/2017,164578,2017,15,1875,1,ALLAN
72432,3/28/2016,161323,2016,15,1875,1,ALLAN
72432,3/31/2015,157758,2015,15,1875,1,ALLAN
72432,2/26/2015,157094,2014,15,1725,1,ALLAN
72432,1/3/2014,151854,2013,15,1425,1,ALLAN
72434,3/28/2025,434,2025,15,2600,1,ALLAN
72434,2/14/2024,193859,2024,15,2600,1,ALLAN
72434,2/7/2023,187280,2023,15,2500,1,ALLAN
72434,2/21/2022,181212,2022,15,2500,1,ALLAN
72434,1/20/2021,177272,2021,15,1725,1,ALLAN
72434,2/14/2020,175325,2020,15,1725,1,ALLAN
72434,3/18/2019,171697,2019,15,1725,1,ALLAN
72434,2/26/2018,168180,2018,15,1725,1,ALLAN
72434,3/15/2017,164578,2017,15,1875,1,ALLAN
72434,3/28/2016,161323,2016,15,1875,1,ALLAN
72434,3/31/2015,157758,2015,15,1875,1,ALLAN
72434,2/26/2015,157094,2014,15,1725,1,ALLAN
72434,11/27/2013,151417,2013,15,1425,1,CECILLE
72435,3/28/2025,434,2025,15,2600,1,ALLAN
72435,2/14/2024,193859,2024,15,2600,1,ALLAN
72435,2/7/2023,187280,2023,15,2500,1,ALLAN
72435,2/21/2022,181212,2022,15,2500,1,ALLAN
72435,1/20/2021,177272,2021,15,1725,1,ALLAN
72435,2/14/2020,175325,2020,15,1725,1,ALLAN
72435,3/18/2019,171697,2019,15,1725,1,ALLAN
72435,2/26/2018,168180,2018,15,1725,1,ALLAN
72435,3/15/2017,164578,2017,15,1875,1,ALLAN
72435,3/28/2016,161323,2016,15,1875,1,ALLAN
72435,3/28/2016,161323,2015,15,1875,1,ALLAN
72436,3/28/2025,434,2025,15,2600,1,ALLAN
72436,2/14/2024,193859,2024,15,2600,1,ALLAN
72436,2/7/2023,187280,2023,15,2500,1,ALLAN
72436,2/21/2022,181212,2022,15,2500,1,ALLAN
72436,1/20/2021,177272,2021,15,1725,1,ALLAN
72436,2/14/2020,175325,2020,15,1725,1,ALLAN
72436,3/18/2019,171697,2019,15,1725,1,ALLAN
72436,2/26/2018,168180,2018,15,1725,1,ALLAN
72436,3/15/2017,164578,2017,15,1875,1,ALLAN
72436,3/28/2016,161323,2016,15,1875,1,ALLAN
72436,3/31/2015,157758,2015,15,1875,1,ALLAN
72436,2/26/2015,157094,2014,15,1725,1,ALLAN
72436,3/6/2014,152776,2013,15,1425,1,ALLAN
72456,3/26/2025,389,2025,346,2600,1,ALLAN
72456,2/15/2024,193889,2024,346,2600,1,ALLAN
72456,1/13/2023,186720,2023,346,2500,1,ALLAN
72456,2/18/2022,181196,2022,346,2500,1,ALLAN
72456,2/18/2021,177813,2021,346,1725,1,ALLAN
72456,3/3/2020,175616,2020,346,1725,1,ALLAN
72456,1/11/2019,170733,2019,346,1725,1,ALLAN
72456,3/14/2018,168447,2018,346,1725,1,ALLAN
72456,3/15/2017,164589,2017,346,1875,1,ALLAN
72456,7/30/2016,16-148,2016,346,1875,1,ALLAN
72456,3/31/2015,157761,2015,346,1875,1,ALLAN
72456,3/31/2015,157761,2014,346,1725,1,ALLAN
72456,3/19/2014,153082,2013,346,1425,1,ALLAN
72457,3/26/2025,389,2025,346,2600,1,ALLAN
72457,2/15/2024,193889,2024,346,2600,1,ALLAN
72457,1/13/2023,186720,2023,346,2500,1,ALLAN
72457,2/18/2022,181196,2022,346,2500,1,ALLAN
72457,2/18/2021,177813,2021,346,1725,1,ALLAN
72457,3/3/2020,175616,2020,346,1725,1,ALLAN
72457,1/11/2019,170733,2019,346,1725,1,ALLAN
72457,4/30/2018,18-053,2018,346,1725,1,ALLAN
72457,3/15/2017,164589,2017,346,1875,1,ALLAN
72457,7/30/2016,16-148,2016,346,1875,1,ALLAN
72457,3/31/2015,157761,2015,346,1875,1,ALLAN
72457,3/31/2015,157761,2014,346,1725,1,ALLAN
72457,3/19/2014,153082,2013,346,1425,1,ALLAN
72458,3/26/2025,389,2025,346,2600,1,ALLAN
72458,2/15/2024,193889,2024,346,2600,1,ALLAN
72458,1/13/2023,186720,2023,346,2500,1,ALLAN
72458,2/18/2022,181196,2022,346,2500,1,ALLAN
72458,2/18/2021,177813,2021,346,1725,1,ALLAN
72458,3/3/2020,175616,2020,346,1725,1,ALLAN
72458,1/11/2019,170733,2019,346,1725,1,ALLAN
72458,3/14/2018,168447,2018,346,1725,1,ALLAN
72458,3/15/2017,164589,2017,346,1875,1,ALLAN
72458,7/30/2016,16-148,2016,346,1875,1,ALLAN
72458,3/31/2015,157761,2015,346,1875,1,ALLAN
72458,3/31/2015,157761,2014,346,1725,1,ALLAN
72458,3/19/2014,153082,2013,346,1425,1,ALLAN
72516,1/15/2025,199617,2025,51,2600,1,ALLAN
72516,1/15/2024,192998,2024,51,2600,1,ALLAN
72516,1/19/2023,186866,2023,51,2500,1,ALLAN
72516,1/31/2022,180826,2022,51,2500,1,ALLAN
72516,4/26/2021,21-036,2021,51,1725,1,ALLAN
72516,1/14/2020,174589,2020,51,1725,1,ALLAN
72516,2/26/2019,171339,2019,51,1725,1,ALLAN
72516,3/7/2018,168289,2018,51,1725,1,ALLAN
72516,3/13/2017,164480,2017,51,1875,1,ALLAN
72516,2/10/2016,160667,2016,51,1875,1,CECILLE
72516,3/30/2015,157657,2015,51,1875,1,ALLAN
72516,11/12/2014,155795,2014,51,1725,1,ALLAN
72516,12/17/2013,151708,2013,51,1425,1,CECILLE
72638,3/28/2025,434,2025,15,2600,1,ALLAN
72638,2/14/2024,193859,2024,15,2600,1,ALLAN
72638,2/7/2023,187280,2023,15,2500,1,ALLAN
72638,2/21/2022,181212,2022,15,2500,1,ALLAN
72638,1/20/2021,177272,2021,15,1725,1,ALLAN
72638,2/14/2020,175325,2020,15,1725,1,ALLAN
72638,3/18/2019,171697,2019,15,1725,1,ALLAN
72638,2/26/2018,168180,2018,15,1725,1,ALLAN
72638,3/15/2017,164578,2017,15,1875,1,ALLAN
72638,3/28/2016,161323,2016,15,1875,1,ALLAN
72638,3/31/2015,157758,2015,15,1875,1,ALLAN
72638,2/26/2015,157094,2014,15,1725,1,ALLAN
72638,3/6/2014,152776,2013,15,1425,1,ALLAN
72639,3/28/2025,434,2025,15,2600,1,ALLAN
72639,2/14/2024,193859,2024,15,2600,1,ALLAN
72639,2/7/2023,187280,2023,15,2500,1,ALLAN
72639,2/21/2022,181212,2022,15,2500,1,ALLAN
72639,1/20/2021,177272,2021,15,1725,1,ALLAN
72639,2/14/2020,175325,2020,15,1725,1,ALLAN
72639,3/18/2019,171697,2019,15,1725,1,ALLAN
72639,2/26/2018,168180,2018,15,1725,1,ALLAN
72639,3/15/2017,164578,2017,15,1875,1,ALLAN
72639,3/28/2016,161323,2016,15,1875,1,ALLAN
72639,3/31/2015,157758,2015,15,1875,1,ALLAN
72639,1/27/2015,156640,2014,15,1725,1,CECILLE
72639,12/27/2013,13-371,2013,15,1425,1,ALLAN
72788,3/28/2025,434,2025,15,2600,1,ALLAN
72788,2/14/2024,193859,2024,15,2600,1,ALLAN
72788,2/7/2023,187280,2023,15,2500,1,ALLAN
72788,2/21/2022,181212,2022,15,2500,1,ALLAN
72788,1/20/2021,177272,2021,15,1725,1,ALLAN
72788,2/14/2020,175325,2020,15,1725,1,ALLAN
72788,3/18/2019,171697,2019,15,1725,1,ALLAN
72788,2/26/2018,168180,2018,15,1725,1,ALLAN
72788,3/15/2017,164578,2017,15,1875,1,ALLAN
72788,3/28/2016,161323,2016,15,1875,1,ALLAN
72788,3/31/2015,157758,2015,15,1875,1,ALLAN
72788,2/26/2015,157094,2014,15,1725,1,ALLAN
72788,3/6/2014,152776,2013,15,1425,1,ALLAN
72789,1/20/2021,177272,2021,15,1725,1,ALLAN
72789,2/14/2020,175325,2020,15,1725,1,ALLAN
72789,3/18/2019,171697,2019,15,1725,1,ALLAN
72789,2/26/2018,168180,2018,15,1725,1,ALLAN
72789,3/15/2017,164578,2017,15,1875,1,ALLAN
72789,3/28/2016,161323,2016,15,1875,1,ALLAN
72789,3/31/2015,157758,2015,15,1875,1,ALLAN
72789,1/20/2015,156486,2014,15,1725,1,CECILLE
72789,3/6/2014,152776,2013,15,1425,1,ALLAN
72806,8/6/2025,2322,2026,31,2850,1,CECILLE
72806,11/19/2024,198847,2025,31,2600,1,ALLAN
72806,1/25/2024,193344,2024,31,2600,1,ALLAN
72806,2/17/2023,187523,2023,31,2500,1,ALLAN
72806,2/22/2022,181252,2022,31,2500,1,ALLAN
72806,2/17/2021,177790,2021,31,1725,1,ALLAN
72806,1/30/2020,175050,2020,31,1725,1,ALLAN
72806,1/7/2019,170659,2019,31,1725,1,ALLAN
72806,1/11/2018,167533,2018,31,1725,1,ALLAN
72806,1/5/2017,163486,2017,31,1875,1,ALLAN
72806,3/10/2016,161018,2016,31,1875,1,ALLAN
72806,3/2/2015,157154,2015,31,1875,1,CECILLE
72806,3/2/2015,157154,2014,31,1525,1,CECILLE
72806,4/14/2014,153449,2013,31,1425,1,CECILLE
72998,3/28/2016,161323,2016,15,1875,1,ALLAN
72998,3/31/2015,157758,2015,15,1875,1,ALLAN
72998,2/26/2015,157094,2014,15,1725,1,ALLAN
72998,3/6/2014,152776,2013,15,1425,1,ALLAN
72999,3/28/2025,434,2025,15,2600,1,ALLAN
72999,2/14/2024,193859,2024,15,2600,1,ALLAN
72999,2/7/2023,187280,2023,15,2500,1,ALLAN
72999,2/21/2022,181212,2022,15,2500,1,ALLAN
72999,1/20/2021,177272,2021,15,1725,1,ALLAN
72999,2/14/2020,175325,2020,15,1725,1,ALLAN
72999,3/18/2019,171697,2019,15,1725,1,ALLAN
72999,2/26/2018,168180,2018,15,1725,1,ALLAN
72999,3/15/2017,164578,2017,15,1875,1,ALLAN
72999,3/28/2016,161323,2016,15,1875,1,ALLAN
72999,3/31/2015,157758,2015,15,1875,1,ALLAN
72999,2/26/2015,157094,2014,15,1725,1,ALLAN
72999,3/6/2014,152776,2013,15,1425,1,ALLAN
73020,1/20/2025,199746,2025,69,2600,1,ALLAN
73020,1/31/2024,193512,2024,69,2600,1,ALLAN
73020,12/29/2022,186474,2023,69,2500,1,ALLAN
73020,4/11/2022,22-007,2022,69,2500,1,ALLAN
73020,4/26/2021,21-039,2021,69,1725,1,ALLAN
73020,1/16/2020,174693,2020,69,1725,1,ALLAN
73020,1/18/2019,170872,2019,69,1725,1,ALLAN
73020,1/8/2018,167477,2018,69,1725,1,ALLAN
73020,3/14/2017,164497,2017,69,1875,1,ALLAN
73020,3/1/2016,160883,2016,69,1875,1,ALLAN
73020,3/26/2015,157587,2015,69,1875,1,ALLAN
73020,3/26/2015,157587,2014,69,300,1,ALLAN
73020,3/14/2014,152931,2014,69,1425,1,CECILLE
73020,4/30/2014,14-019,2013,69,1425,1,ALLAN
73048,3/26/2025,389,2025,346,2600,1,ALLAN
73048,2/15/2024,193889,2024,346,2600,1,ALLAN
73048,1/13/2023,186720,2023,346,2500,1,ALLAN
73048,2/18/2022,181196,2022,346,2500,1,ALLAN
73048,6/14/2021,21-128,2021,451,450,1,ALLAN
73048,2/18/2021,177813,2021,346,1725,1,ALLAN
73048,6/14/2021,21-128,2020,451,450,1,ALLAN
73048,3/3/2020,175616,2020,346,1725,1,ALLAN
73048,6/14/2021,21-128,2019,451,450,1,ALLAN
73048,1/11/2019,170733,2019,346,1725,1,ALLAN
73048,3/14/2018,168447,2018,346,1725,1,ALLAN
73048,3/15/2017,164589,2017,346,1875,1,ALLAN
73048,7/30/2016,16-148,2016,346,1875,1,ALLAN
73048,3/31/2015,157761,2015,346,1875,1,ALLAN
73048,8/22/2014,154854,2014,346,1725,1,CECILLE
73048,11/19/2013,151270,2013,346,1425,1,CECILLE
73049,3/26/2025,389,2025,346,2600,1,ALLAN
73049,2/15/2024,193889,2024,346,2600,1,ALLAN
73049,1/13/2023,186720,2023,346,2500,1,ALLAN
73049,2/18/2022,181196,2022,346,2500,1,ALLAN
73049,2/18/2021,177813,2021,346,1725,1,ALLAN
73049,3/3/2020,175616,2020,346,1725,1,ALLAN
73049,1/11/2019,170733,2019,346,1725,1,ALLAN
73049,3/14/2018,168447,2018,346,1725,1,ALLAN
73049,3/15/2017,164589,2017,346,1875,1,ALLAN
73049,7/30/2016,16-148,2016,346,1875,1,ALLAN
73049,3/31/2015,157761,2015,346,1875,1,ALLAN
73049,3/31/2015,157761,2014,346,1725,1,ALLAN
73049,3/19/2014,153082,2013,346,1425,1,ALLAN
73050,3/26/2025,389,2025,346,2600,1,ALLAN
73050,2/15/2024,193889,2024,346,2600,1,ALLAN
73050,1/13/2023,186720,2023,346,2500,1,ALLAN
73050,2/18/2022,181196,2022,346,2500,1,ALLAN
73050,2/18/2021,177813,2021,346,1725,1,ALLAN
73050,3/3/2020,175616,2020,346,1725,1,ALLAN
73050,1/11/2019,170733,2019,346,1725,1,ALLAN
73050,3/14/2018,168447,2018,346,1725,1,ALLAN
73050,11/8/2017,166533,2017,346,1875,1,ALLAN
73050,7/30/2016,16-148,2016,346,1875,1,ALLAN
73050,3/31/2015,157761,2015,346,1875,1,ALLAN
73050,3/31/2015,157761,2014,346,1725,1,ALLAN
73050,3/19/2014,153082,2013,346,1425,1,ALLAN
73051,7/30/2016,16-148,2016,346,1875,1,ALLAN
73051,3/31/2015,157761,2015,346,1875,1,ALLAN
73051,3/31/2015,157761,2014,346,1725,1,ALLAN
73051,3/19/2014,153082,2013,346,1425,1,ALLAN
73292,3/26/2025,389,2025,346,2600,1,ALLAN
73292,2/15/2024,193889,2024,346,2600,1,ALLAN
73292,1/13/2023,186720,2023,346,2500,1,ALLAN
73292,2/18/2022,181196,2022,346,2500,1,ALLAN
73292,2/18/2021,177813,2021,346,1725,1,ALLAN
73292,3/3/2020,175616,2020,346,1725,1,ALLAN
73292,1/11/2019,170733,2019,346,1725,1,ALLAN
73292,3/14/2018,168447,2018,346,1725,1,ALLAN
73292,3/15/2017,164589,2017,346,1875,1,ALLAN
73292,7/30/2016,16-148,2016,346,1875,1,ALLAN
73292,3/31/2015,157761,2015,346,1875,1,ALLAN
73292,3/31/2015,157761,2014,346,1725,1,ALLAN
73292,3/19/2014,153082,2013,346,1425,1,ALLAN
73293,1/20/2025,199746,2025,69,2600,1,ALLAN
73293,1/31/2024,193512,2024,69,2600,1,ALLAN
73293,12/29/2022,186474,2023,69,2500,1,ALLAN
73293,4/11/2022,22-007,2022,69,2500,1,ALLAN
73293,4/26/2021,21-039,2021,69,1725,1,ALLAN
73293,1/16/2020,174693,2020,69,1725,1,ALLAN
73293,1/18/2019,170872,2019,69,1725,1,ALLAN
73293,1/8/2018,167477,2018,69,1725,1,ALLAN
73293,3/14/2017,164497,2017,69,1875,1,ALLAN
73293,3/1/2016,160883,2016,69,1875,1,ALLAN
73293,3/26/2015,157587,2015,69,1875,1,ALLAN
73293,3/26/2015,157587,2014,69,300,1,ALLAN
73293,3/14/2014,152931,2014,69,1425,1,CECILLE
73293,4/30/2014,14-019,2013,69,1425,1,ALLAN
73347,1/14/2025,199569,2025,352,2600,1,ALLAN
73347,1/15/2024,193026,2024,352,2600,1,ALLAN
73347,1/13/2023,186719,2023,352,2500,1,ALLAN
73347,1/24/2022,180712,2022,352,2500,1,ALLAN
73347,1/21/2021,177315,2021,352,1725,1,ALLAN
73347,12/23/2019,174298,2020,352,1725,1,ALLAN
73347,1/15/2019,170816,2019,352,1725,1,ALLAN
73347,1/18/2018,167690,2018,352,1725,1,ALLAN
73347,1/20/2017,163781,2017,352,1875,1,ALLAN
73347,1/15/2016,160363,2016,352,1875,1,ALLAN
73347,3/16/2015,157430,2015,352,1875,1,CECILLE
73347,7/5/2014,154311,2014,352,1725,1,CECILLE
73347,7/4/2013,143814,2013,352,1425,1,CECILLE
73458,3/28/2025,434,2025,15,2600,1,ALLAN
73458,2/14/2024,193859,2024,15,2600,1,ALLAN
73458,2/7/2023,187280,2023,15,2500,1,ALLAN
73458,2/21/2022,181212,2022,15,2500,1,ALLAN
73458,1/20/2021,177272,2021,15,1725,1,ALLAN
73458,2/14/2020,175325,2020,15,1725,1,ALLAN
73458,3/18/2019,171697,2019,15,1725,1,ALLAN
73458,2/26/2018,168180,2018,15,1725,1,ALLAN
73458,3/15/2017,164578,2017,15,1875,1,ALLAN
73458,2/5/2016,160630,2016,15,1875,1,ALLAN
73458,2/9/2015,156864,2015,15,1875,1,CECILLE
73458,2/26/2015,157094,2014,15,300,1,ALLAN
73458,3/11/2014,152843,2014,15,1425,1,CECILLE
73458,4/17/2013,142901,2013,15,1425,1,ALLAN
73459,3/28/2025,434,2025,15,2600,1,ALLAN
73459,2/14/2024,193859,2024,15,2600,1,ALLAN
73459,2/7/2023,187280,2023,15,2500,1,ALLAN
73459,2/21/2022,181212,2022,15,2500,1,ALLAN
73459,1/20/2021,177272,2021,15,1725,1,ALLAN
73459,2/14/2020,175325,2020,15,1725,1,ALLAN
73459,3/18/2019,171697,2019,15,1725,1,ALLAN
73459,2/26/2018,168180,2018,15,1725,1,ALLAN
73459,3/15/2017,164578,2017,15,1875,1,ALLAN
73459,3/28/2016,161323,2016,15,1875,1,ALLAN
73459,2/9/2015,156864,2015,15,1875,1,CECILLE
73459,2/26/2015,157094,2014,15,300,1,ALLAN
73459,1/8/2014,151933,2014,15,1425,1,CECILLE
73459,1/8/2014,151932,2013,15,1425,1,CECILLE
74046,1/14/2025,199569,2025,352,2600,1,ALLAN
74046,1/15/2024,193026,2024,352,2600,1,ALLAN
74046,1/13/2023,186719,2023,352,2500,1,ALLAN
74046,1/24/2022,180712,2022,352,2500,1,ALLAN
74046,1/21/2021,177315,2021,352,1725,1,ALLAN
74046,12/23/2019,174298,2020,352,1725,1,ALLAN
74046,1/15/2019,170816,2019,352,1725,1,ALLAN
74046,1/18/2018,167690,2018,352,1725,1,ALLAN
74046,1/20/2017,163781,2017,352,1875,1,ALLAN
74046,1/15/2016,160363,2016,352,1875,1,ALLAN
74046,3/16/2015,157430,2015,352,1875,1,CECILLE
74046,6/7/2014,154059,2014,352,1725,1,ALLAN
74046,7/4/2013,143814,2013,352,1425,1,CECILLE
74068,1/15/2025,199617,2025,51,2600,1,ALLAN
74068,1/15/2024,192998,2024,51,2600,1,ALLAN
74068,1/19/2023,186866,2023,51,2500,1,ALLAN
74068,1/31/2022,180826,2022,51,2500,1,ALLAN
74068,4/26/2021,21-036,2021,51,1725,1,ALLAN
74068,1/14/2020,174589,2020,51,1725,1,ALLAN
74068,2/26/2019,171339,2019,51,1725,1,ALLAN
74068,3/7/2018,168289,2018,51,1725,1,ALLAN
74068,3/13/2017,164480,2017,51,1875,1,ALLAN
