ID,Date (Activities),Type (Activities),Action (Activities),Notes (Activities)
80214,12/27/2013,Regular,Accepted,RAISED (51) PER MMR 11/09/13 - CIR. 12/30/13 [JEN];
80214,03/13/2017,Regular,Accepted,SNA (51) PER MMR 12/10/16 - CIR. 03/20/17 [JEN];
80401,06/27/2013,Petitioner,No Action,ML (51) OR# 143629 - CIR. 06/30/13 [JEN];
80401,12/03/2013,Petitioner,No Action,INITIATED & PASSED (51) PER MMR 10/12/13 [JEN];
80401,12/27/2013,Regular,Accepted,RAISED (51) PER MMR 11/09/13 - CIR. 12/30/13 [JEN];
80402,06/27/2013,Petitioner,No Action,ML (51) OR# 143629 - CIR. 06/30/13 [JEN];
80402,12/03/2013,Petitioner,No Action,INITIATED & PASSED (51) PER MMR 10/12/13 [JEN];
80402,12/27/2013,Regular,Accepted,RAISED (51) PER MMR 11/09/13 - CIR. 12/30/13 [JEN];
80403,06/27/2013,Petitioner,No Action,ML (51) OR# 143629 - CIR. 06/30/13 [JEN];
80403,12/03/2013,Petitioner,No Action,INITIATED & PASSED (51) PER MMR 10/12/13 [JEN];
80403,12/27/2013,Regular,Accepted,RAISED (51) PER MMR 12/14/13 - CIR. 12/30/13 [JEN];
80404,06/27/2013,Petitioner,No Action,ML (51) OR# 143629 - CIR. 06/30/13 [JEN];
80404,12/03/2013,Petitioner,No Action,INITIATED (51) PER MMR 10/12/13 [JEN];
80404,12/27/2013,Petitioner,No Action,PASSED (51) PER MMR 11/09/13 [JEN];
80404,12/27/2013,Regular,Accepted,RAISED (51) PER MMR 12/14/13 - CIR. 12/30/13 [JEN];
80584,08/13/2013,Petitioner,No Action,ML (51) OR# 144083 - CIR. 07/30/13 [JEN];
80584,12/03/2013,Petitioner,No Action,PET. ELCTD (51) PER MMR 10/12/13 [JEN];
80584,12/27/2013,Petitioner,No Action,INITIATED (51) PER MMR 11/09/13 [JEN];
80584,04/03/2014,Petitioner,No Action,PASSED (51) PER MMR 03/08/14 [JEN]; 
80584,07/14/2014,Regular,Accepted,RAISED (51) PER MMR 06/14/14 - CIR. 07/10/14 [JEN];
80584,08/14/2019,Regular,Accepted,MM CERT (51) ISSUED PER SI NO. 204242 DTD 06/18/19 PROF EXAM (04/13/19)  (ANN)
80585,08/13/2013,Petitioner,No Action,ML (51) OR# 144083 - CIR. 07/30/13 [JEN];
80585,12/03/2013,Petitioner,No Action,PET. ELCTD (51) PER MMR 10/12/13 [JEN]; INITIATED (51) PER 2013 AR [JEN]; 
80585,05/25/2023,Petitioner,No Action,DROPPED [51] MMR 10/2022 CIR. 05/30/2023 [JOEL]
80586,08/13/2013,Petitioner,No Action,ML (51) OR# 144083 - CIR. 07/30/13 [JEN];
80586,12/03/2013,Petitioner,No Action,PET. ELCTD (51) PER MMR 10/12/13 [JEN]; INITIATED (51) PER 2013 AR [JEN]; 
80586,12/27/2013,Petitioner,No Action,PASSED (51) PER MMR 11/09/13 [JEN];
80586,12/27/2013,Regular,Accepted,RAISED (51) PER MMR 12/14/13 - CIR. 12/30/13 [JEN];
80586,06/19/2024,Regular,Accepted,MM CERT ISSUED 06/05/2024; PROF EXAM 02/17/2024 [JOEL]
80587,08/13/2013,Petitioner,No Action,ML (51) OR# 144083 - CIR. 07/30/13 [JEN];
80587,12/03/2013,Petitioner,No Action,PET. ELCTD (51) PER MMR 10/12/13 [JEN]; INITIATED (51) PER 2013 AR [JEN]; 
80587,12/27/2013,Petitioner,No Action,PASSED (51) PER MMR 11/09/13 [JEN];
80587,12/27/2013,Regular,Accepted,RAISED (51) PER MMR 12/14/13 - CIR. 12/30/13 [JEN];
80587,11/29/2019,Regular,Accepted,SNPD [51] MMR 10/19/19- CIR. 11/30/19 [JOEL]
80587,02/27/2020,Regular,Accepted,SNPD [51] A/R 2019 [MON]
80587,03/13/2020,Regular,Accepted,RESTORED [51] MMR 12/14/19- CIR. 06/10/2020 [JOEL]
80587,12/20/2022,Regular,Accepted,SNPD [51] MMR 11/2022 CIR. 12/20/2022 [JOEL]
80587,05/10/2023,Regular,Accepted,RESTORED [ 51 ] MMR 01/2023 CIR. 05/10/2023 [JOEL]
80588,08/13/2013,Petitioner,No Action,ML (51) OR# 144083 - CIR. 07/30/13 [JEN];
80588,12/03/2013,Petitioner,No Action,PET. ELCTD (51) PER MMR 10/12/13 [JEN]; INITIATED (51) PER 2013 AR [JEN]; 
80588,12/27/2013,Petitioner,No Action,PASSED (51) PER MMR 11/09/13 [JEN];
80588,12/27/2013,Regular,Accepted,RAISED (51) PER MMR 12/14/13 - CIR. 12/30/13 [JEN];
80589,08/13/2013,Petitioner,No Action,ML (51) OR# 144083 - CIR. 07/30/13 [JEN];
80589,12/03/2013,Petitioner,No Action,PET. ELCTD (51) PER MMR 10/12/13 [JEN];
80661,08/27/2013,Petitioner,No Action,ML (51) OR# 144288 - CIR. 08/20/13 [JEN];
80661,12/27/2013,Petitioner,No Action,INITIATED (51) PER MMR 11/09/13 [JEN];
80661,04/03/2014,Petitioner,No Action,PASSED (51) PER MMR 02/08/14 [JEN]; 
80661,05/27/2014,Regular,Accepted,RAISED (51) PER MMR 04/12/14 - CIR. 05/20/14 [JEN];
80661,03/14/2017,Regular,Accepted,"MM CERT (51) ISSUED PER SI# 189172 DTD 11/14/16, PROF EXM DTD JANUARY 2015 [JEN];"
80666,08/27/2013,Petitioner,No Action,ML (51) OR# 144288 - CIR. 08/20/13 [JEN];
80666,12/27/2013,Petitioner,No Action,INITIATED (51) PER MMR 11/09/13 [JEN];
80666,12/27/2013,Petitioner,No Action,PASSED (51) PER MMR 11/09/13 [JEN];
80666,05/27/2014,Regular,Accepted,RAISED (51) PER MMR 04/12/14 - CIR. 05/20/14 [JEN];
80666,07/22/2022,Regular,Accepted,MM CERT ISSUED 04/20/2022 S.I NO. 216916; PROF EXAM 01/11/2020 [JOEL]
80667,08/27/2013,Petitioner,No Action,ML (51) OR# 144288 - CIR. 08/20/13 [JEN];
80667,03/27/2017,Petitioner,No Action,INITIATED (51) PER MMR 08/25/16 [JEN];
80667,06/16/2018,Petitioner,No Action,PASSED (51) PER A/R 2018
80667,06/23/2018,Petitioner,Accepted,PASSED(51) MMR 07/08/17(MENG)
80667,02/08/2021,Regular,Accepted,RAISED [51] MMR 01/11/2020- CIR. 02/10/2021 [JOEL]
80668,08/27/2013,Petitioner,No Action,ML (51) OR# 144288 - CIR. 08/20/13 [JEN];
80668,12/27/2013,Petitioner,No Action,INITIATED (51) PER MMR 11/09/13 [JEN];
80668,12/27/2013,Petitioner,No Action,PASSED (51) PER MMR 11/09/13 [JEN];
80668,04/03/2014,Regular,Accepted,RAISED (51) PER MMR 03/08/14 - CIR. 04/10/14 [JEN]; 
80668,02/21/2024,Regular,Accepted,MM CERT ISSUED 02/12/2024; PROF EXAM 12/09/2023 [JOEL]
80669,08/27/2013,Petitioner,No Action,ML (51) OR# 144288 - CIR. 08/20/13 [JEN];
80669,12/27/2013,Petitioner,No Action,INITIATED (51) PER MMR 11/09/13 [JEN];
80669,04/03/2014,Petitioner,No Action,PASSED (51) PER MMR 02/08/14 [JEN]; 
80669,07/14/2014,Regular,Accepted,RAISED (51) PER MMR 06/14/14 - CIR. 07/10/14 [JEN];
80670,08/27/2013,Petitioner,No Action,ML (51) OR# 144288 - CIR. 08/20/13 [JEN];
80670,12/27/2013,Petitioner,No Action,INITIATED (51) PER MMR 11/09/13 [JEN];
80670,04/03/2014,Petitioner,No Action,PASSED (51) PER MMR 02/08/14 [JEN];
80670,05/27/2014,Regular,Accepted,RAISED (51) PER MMR 04/12/14 - CIR. 05/20/14 [JEN];
80670,03/14/2017,Regular,Accepted,"MM CERT (51) ISSUED PER SI# 189172 DTD 11/14/16, PROF EXM DTD JULY 2015 [JEN];"
80671,08/27/2013,Petitioner,No Action,ML (51) OR# 144288 - CIR. 08/20/13 [JEN];
80671,12/27/2013,Petitioner,No Action,INITIATED (51) PER MMR 11/09/13 [JEN];
80671,12/27/2013,Petitioner,No Action,PASSED (51) PER MMR 11/09/13 [JEN];
80671,04/03/2014,Regular,Accepted,RAISED (51) PER MMR 03/08/14 - CIR. 04/10/14 [JEN]; 
80671,07/22/2022,Dimitted,Accepted,MM CERT ISSUED 05/20/2022 S.I NO. 217798; PROF EXAM 04/09/2022 [JOEL]
80864,10/10/2013,Petitioner,No Action,ML (31) OR# 144888 - CIR. 10/10/13 [JEN];
80864,12/27/2013,Petitioner,No Action,PET. ELCTD (31) PER MMR 11/23/13 [JEN]; INITIATED (31) PER 2013 AR [JEN]; 
80864,07/11/2014,Regular,Accepted,PASSED (31) PER 2014 AR [JEN]; RAISED (31) PER MMR 06/28/14 - CIR. 07/10/14 [JEN];
80864,10/23/2015,Regular,Accepted,MM CERT (31) ISSUED PER SI# 180589 DTD 05/26/15 PROF EXAM 08/23/2014 [JEN];
80865,10/10/2013,Petitioner,No Action,ML (31) OR# 144888 - CIR. 10/10/13 [JEN];
80865,12/27/2013,Petitioner,No Action,PET. ELCTD (31) PER MMR 11/23/13 [JEN]; INITIATED (31) PER 2013 AR [JEN]; 
80868,10/10/2013,Petitioner,No Action,ML (51) OR# 144900 - CIR. 10/10/13 [JEN];
80869,10/16/2013,Petitioner,No Action,ML (51) OR# 144900 - CIR. 10/10/13 [JEN];
80869,09/11/2014,Petitioner,No Action,INITIATED (51) PER MMR 07/12/14 [JEN];
81051,11/20/2013,Petitioner,No Action,ML (346) OR# 151267 - CIR. 11/20/13 [JEN];
81051,05/14/2015,Petitioner,No Action,PET. ELCTD (346) PER MMR DEC 2014 [JEN];
81051,12/18/2015,Petitioner,No Action,INITIATED (346) PER MMR 04/18/15 [JEN];
81051,12/18/2015,Petitioner,No Action,PASSED (346) PER MMR 07/25/15 [JEN];
81051,01/12/2017,Regular,Accepted,RAISED (346) PER MMR 11/26/16 - CIR. 01/20/17 [JEN];
81051,03/14/2017,Regular,Accepted,UPDATE RECORD (CHANGE OF ADD) FOR GLP MEMBERS UPDATE FORM [JEN];
81051,08/16/2019,Regular,Accepted,MM CERT (346) ISSUED PER SI NO. 204452 DTD 07/17/19 PROF. EXAM (03/23/19) (ANN)
81051,06/07/2023,Regular,Accepted,VCIE CHAIRMAN COMMITTEE ON MASONIC CEMETERY MY 2022-2023 (SALVADOR) 
81051,10/09/2024,Regular,Accepted,DGL [ MD RIV- CAVITE- WEST ] MY 2024-2025 [JOEL]
81051,05/19/2025,Regular,Accepted,Gli [316] MY 2025-2026 [April]
81052,11/20/2013,Petitioner,No Action,ML (346) OR# 151267 - CIR. 11/20/13 [JEN];
81052,03/12/2014,Petitioner,No Action,PET. ELCTD (346) PER MMR 02/22/14 [JEN]; 
81052,07/03/2014,Petitioner,No Action,INITIATED (346) PER MMR 04/05/14 [JEN]; PASSED (346) PER MMR 06/21/14 [JEN];
81052,10/20/2014,Regular,Accepted,RAISED (346) PER MMR 08/13/14 - CIR. 10/10/14 [JEN];
81052,09/23/2016,Regular,Accepted,MM CERT (346) PER SI# 187940 DTD 08/31/16 PROF. EXM DTD 11/21/15 [ROSE];
81053,11/20/2013,Petitioner,No Action,ML (346) OR# 151267 - CIR. 11/20/13 [JEN];
81053,03/12/2014,Petitioner,No Action,PET. ELCTD (346) PER MMR 02/22/14 [JEN]; 
81053,07/03/2014,Petitioner,No Action,INITIATED (346) PER MMR 04/05/14 [JEN]; PASSED (346) PER MMR 06/21/14 [JEN];
81053,10/20/2014,Regular,Accepted,RAISED (346) PER MMR 08/23/14 - CIR. 10/10/14 [JEN];
81054,05/14/2015,Regular,Accepted,RAISED (346) PER MMR DEC 2014 - CIR. 04/20/15 [JEN];
81054,03/12/2014,Petitioner,No Action,PET. ELCTD (346) PER MMR 02/22/14 [JEN]; 
81054,07/03/2014,Petitioner,No Action,INITIATED (346) PER MMR 04/05/14 [JEN]; PASSED (346) PER MMR 10/25/14 [JEN];
81054,11/20/2013,Petitioner,No Action,ML (346) OR# 151267 - CIR. 11/20/13 [JEN];
81054,12/05/2024,Regular,Accepted,PROF EXAM 02/24/2024 [JOEL]
81054,12/09/2024,Regular,Accepted,MM CERT ISSUED 11/30/2024; PROF EXAM 02/29/2024 [JOEL]
81057,11/21/2013,Affiliate,No Action,"FROM LIBERTY NO. 299, GL OF CALIFORNIA"
81057,11/21/2013,Affiliate,No Action,"PET. FOR AFF. W/ (51) RCVD. 07/25/13 - CIR. 11/20/13; INITIATED, PASSED & RAISED FROM LIBERTY LODGE NO. 299, GL OF CALIFORNIA [JEN];"
81057,12/27/2013,Affiliate,Accepted,PET. FOR AFF. W/ (51) APPRVD. PER MMR 11/09/13 - CIR. 12/30/13 [JEN];
81058,11/28/2013,Petitioner,No Action,ML (15) PET. PRSTD. NOV 2012; OR# 151418 - CIR. 11/30/13 [JEN];
81217,12/21/2013,Petitioner,No Action,ML (51) OR# 151708 - CIR. 12/30/13 [JEN];
81217,04/03/2014,Petitioner,No Action,INITIATED (51) PER MMR 03/08/14 [JEN]; 
81217,07/03/2014,Petitioner,No Action,PASSED (51) PER MMR 05/10/14 [JEN];
81217,07/14/2014,Regular,Accepted,RAISED (51) PER MMR 06/14/14 - CIR. 07/10/14 [JEN];
81217,05/06/2024,Regular,Accepted,MM CERT ISSUED 03/13/2024; PROF EXAM 01/13/2024 [JOEL]
81271,01/15/2014,Petitioner,No Action,ML (15) OR# 151934 - CIR 01/10/14 [JEN]; 
81271,08/18/2015,Petitioner,No Action,INITIATED (15) PER MMR FEB 2015 [JEN]; PASSED (15) PER MMR 07/05/15 [JEN];
81271,02/16/2016,Regular,Accepted,RAISED (15) PER MMR 09/19/15 - CIR. 01/30/16 [JEN];
81271,09/11/2024,Regular,Accepted,MM CERT ISSUED 09/12/2024; PROF EXAM 04/06/2024 [JOEL]
81344,02/01/2014,Petitioner,No Action,ML (51) OR# 152236 - CIR. 01/30/14 [JEN]; 
81344,07/03/2014,Petitioner,No Action,PET. ELCTD (51) PER MMR 05/10/14 [JEN];
81344,09/11/2014,Petitioner,No Action,INITIATED (51) PER MMR 07/12/14 [JEN];
81344,11/26/2014,Petitioner,No Action,PASSED (51) PER MMR 10/18/14 [JEN];
81344,08/06/2015,Regular,Accepted,RAISED (51) PER MMR 07/11/15 - CIR. 07/30/15 [JEN];
81344,03/13/2017,Regular,Accepted,SNPD (51) PER MMR 12/10/16 - CIR. 03/20/17 [JEN];
81344,07/06/2017,Regular,Accepted,REST (51) PER MMR 04/01/17 - CIR. 06/30/17 [JEN];
81344,03/07/2025,Regular,Accepted,MM CERT ISSUED 02/21/2025; PROF EXAM 01/11/2025 [JOEL]
81345,02/01/2014,Petitioner,No Action,ML (51) OR# 152236 - CIR. 01/30/14 [JEN]; 
81345,07/03/2014,Petitioner,No Action,PET. ELCTD (51) PER MMR 05/10/14 [JEN];
81345,09/11/2014,Petitioner,No Action,INITIATED (51) PER MMR 07/12/14 [JEN];
81345,11/15/2014,Petitioner,No Action,PASSED (51) PER MMR 08/09/14 [JEN];
81345,11/26/2014,Petitioner,No Action,RAISED (51) PER MMR 11/08/14 - CIR. 11/20/14 [JEN];
81345,08/14/2019,Regular,Accepted,MM CERT (51) ISSUED PER SI NO. 204242 DTD 06/18/19 PROF EXAM (03/09/19)  (ANN)
81423,02/20/2014,Petitioner,No Action,ML (352) OR# 152470 - CIR. [JEN]; 
81423,06/05/2025,Petitioner,Accepted,DROPPED PER APPROVED  LODGE RESOLUTION 12/07/2024 [JOEL]
81587,04/02/2014,Petitioner,No Action,ML (31) OR# 153201 - CIR. 03/30/14 [JEN]; 
81587,11/06/2018,Petitioner,No Action,ML (31) CIR. 11/10/18 OR#170276 [MENG];
81587,02/19/2021,Petitioner,Accepted,PASSED [31] MMR 11/19/2020 [JOEL]
81587,03/18/2022,Regular,Accepted,RAISED [31] MMR 02/19/2021 CIR. 03/20/2022 [JOEL]
81587,03/07/2024,Regular,Accepted,MM CERT ISSUED 01/20/2023; PROF EXAM 11/26/2022 [JOEL]
81592,04/02/2014,Petitioner,No Action,ML (31) OR# 153201 - CIR. 03/30/14 [JEN]; 
81592,07/11/2014,Petitioner,No Action,PET. ELCTD (31) PER MMR 07/26/14 [JEN]; INITIATED (31) PER MMR 06/28/14 [JEN];
81592,10/30/2014,Regular,Accepted,PASSED (31) PER MMR 09/27/14 [JEN]; RAISED (31) PER MMR 10/06/14 - CIR. 10/20/14 [JEN];
81592,03/07/2024,Regular,Accepted,MM CERT ISSUED 10/28/2024; PROF EXAM 10/12/2024 [JOEL]
81593,04/02/2014,Petitioner,No Action,ML (31) OR# 153201 - CIR. 03/30/14 [JEN]; 
81593,07/11/2014,Petitioner,No Action,PET. ELCTD (31) PER MMR 07/26/14 [JEN]; INITIATED (31) PER MMR 06/28/14 [JEN];
81593,10/30/2014,Regular,Accepted,PASSED (31) PER MMR 09/27/14 [JEN]; RAISED (31) PER MMR 10/06/14 - CIR. 10/20/14 [JEN];
81595,04/02/2014,Petitioner,No Action,ML (31) OR# 153201 - CIR. 03/30/14 [JEN]; 
81595,09/08/2014,Petitioner,No Action,PET. ELCTD (31) PER MMR 07/26/14 [JEN];
81595,09/16/2014,Petitioner,No Action,INITIATED (31) PER MMT 08/23/14 [JEN];
81595,04/12/2016,Petitioner,No Action,DECEASED (31) PER MMR 02/27/16 - CIR. 03/20/16 [JEN];
81620,04/03/2014,Petitioner,No Action,ML (51) OR# 153250 - CIR. 04/10/14 [JEN]; 
81620,11/15/2014,Petitioner,No Action,INITIATED (51) PER MMR 07/12/14 [JEN]; PASSED (51) PER MMR 09/13/14 [JEN];
81620,01/21/2015,Regular,Accepted,RAISED (51) 11/08/14 PER 2014 AR [JEN];
81620,03/14/2017,Regular,Accepted,"MM CERT (51) ISSUED PER SI# 189172 DTD 11/14/16, PROF EXM DTD JUNE 2015 [JEN];"
81621,04/03/2014,Petitioner,No Action,ML (51) OR# 153250 - CIR. 04/10/14 [JEN]; 
81621,11/15/2014,Petitioner,No Action,INITIATED (51) PER MMR 07/12/14 [JEN]; PASSED (51) PER MMR 09/13/14 [JEN];
81621,01/21/2015,Regular,Accepted,RAISED (51) 11/08/14 PER 2014 AR [JEN];
81621,03/14/2017,Regular,Accepted,"MM CERT (51) ISSUED PER SI# 189172 DTD 11/14/16, PROF EXM DTD JULY 2015 [JEN];"
81621,01/30/2023,Regular,Accepted,DGL [MD RIV- CAVITE-EAST] MY 2022-2023 [JOEL]
81621,03/09/2023,Honorary,Accepted,HONORARY CERT ISSUED 01/18/2023 [JOEL]
81621,06/08/2023,Regular,Accepted,"DDGM (MD OVERSEAS - OKINAWA, JAPAN) MY 2023-2024 (SALVADOR)"
81622,04/04/2014,Petitioner,No Action,ML (51) OR# 153250 - CIR. 04/10/14 [JEN]; 
81622,11/15/2014,Petitioner,No Action,INITIATED (51) PER MMR 07/12/14 [JEN]; PASSED (51) PER MMR 09/13/14 [JEN];
81622,01/21/2015,Regular,Accepted,RAISED (51) 11/08/14 PER 2014 AR [JEN];
81622,03/14/2017,Regular,Accepted,"MM CERT (51) ISSUED PER SI# 189172 DTD 11/14/16, PROF EXM DTD JULY 2015 [JEN];"
81622,05/21/2021,Regular,Accepted,GLI [97] MY 2019-2021 ALEX
81622,05/26/2021,Regular,Accepted,DGL [MD- RIV ] MY 2021-2022 [JOEL]
81622,06/15/2021,Regular,Accepted,MEMBER COMMITTEE ON MASONIC ASSOCIATIONS AND CLUBS MY 2021-2022 [ALEX]
81623,04/11/2014,Petitioner,No Action,ML (51) OR# 153250 - CIR. 04/10/14 [JEN]; 
81624,04/04/2014,Petitioner,No Action,ML (51) OR# 153250 - CIR. 04/10/14 [JEN]; 
81624,09/11/2014,Petitioner,No Action,INITIATED (51) PER MMR 07/12/14 [JEN];
81624,11/15/2014,Petitioner,No Action,PASSED (51) PER MMR 08/09/14 [JEN];
81624,11/26/2014,Regular,Accepted,RAISED (51) PER MMR 10/18/14 - CIR. 11/20/14 [JEN];
81624,07/22/2022,Regular,Accepted,MM CERT ISSUED 04/20/2022 S.I NO. 216916; PROF EXAM 11/14/2020 [JOEL]
81625,04/04/2014,Petitioner,No Action,ML (51) OR# 153450 - CIR. 04/10/14 [JEN]; 
81625,09/01/2014,Petitioner,No Action,INITIATED (51) PER MMR 07/12/14 [JEN;]
81625,01/21/2015,Regular,Accepted,PASSED & RAISED (51) PER 2014 AR [JEN];
81625,03/14/2017,Regular,Accepted,"MM CERT (51) ISSUED PER SI# 189172 DTD 11/14/16, PROF EXM DTD JUNE 2015 [JEN];"
81626,04/04/2014,Petitioner,No Action,ML (51) OR# 153250 - CIR. 04/10/14 [JEN]; 
81626,09/11/2014,Petitioner,No Action,INITIATED (51) PER MMR 07/12/14 [JEN];
81626,11/15/2014,Petitioner,No Action,PASSED (51) PER MMR 08/09/14 [JEN];
81626,11/26/2014,Regular,Accepted,RAISED (51) PER MMR 10/18/14 - CIR. 11/20/14 [JEN];
81626,03/14/2017,Regular,Accepted,"MM CERT (51) ISSUED PER SI# 189172 DTD 11/14/16, PROF EXM DTD JUNE 2015 [JEN];"
81626,12/20/2022,Regular,Accepted,SNPD [51] MMR 11/2022 CIR. 12/20/2022 [JOEL]
81788,05/24/2014,Petitioner,No Action,ML (51) OR# 153836 - CIR. 05/20/14 [JEN];
81788,09/01/2014,Petitioner,No Action,PET. ELCTD (51) PER MMR 07/12/14 [JEN];
81788,11/15/2014,Petitioner,No Action,INITIATED (51) PER MMR 08/09/14 [JEN];
81788,01/21/2015,Petitioner,No Action,PASSED (51) PER 2014 AR [JEN];
81788,06/22/2015,Regular,Accepted,RAISED (51) PER MMR 03/14/15 - CIR. 05/20/15 [JEN];
81788,06/19/2024,Regular,Accepted,MM CERT ISSUED 06/05/2024; PROF EXAM 02/17/2024 [JOEL]
81789,05/24/2014,Petitioner,No Action,ML (51) OR# 153836 - CIR. 05/20/14 [JEN];
81789,09/01/2014,Petitioner,No Action,PET. ELCTD (51) PER MMR 07/12/14 [JEN];
81789,11/15/2014,Petitioner,No Action,INITIATED (51) PER MMR 08/09/14 [JEN];
81789,01/21/2015,Petitioner,No Action,PASSED (51) PER 2014 AR [JEN];
81789,06/22/2015,Regular,Accepted,RAISED (51) PER MMR 03/14/15 - CIR. 05/20/15 [JEN];
81790,05/24/2014,Petitioner,No Action,ML (51) OR# 153836 - CIR. 05/20/14 [JEN];
81790,09/01/2014,Petitioner,No Action,PET. ELCTD (51) PER MMR 07/12/14 [JEN];
81790,11/15/2014,Petitioner,No Action,INITIATED (51) PER MMR 08/09/14 [JEN];
81790,11/26/2014,Petitioner,No Action,PASSED (51) PER MMR 10/18/14 [JEN];
81790,08/06/2015,Regular,Accepted,RAISED (51) PER MMR 07/11/15 - CIR. 07/30/15 [JEN];
81790,05/06/2024,Regular,Accepted,MM CERT ISSUED 03/13/2024; PROF EXAM 01/13/2024 [JOEL]
81854,06/03/2014,Petitioner,No Action,ML (31) OR# 153958 - CIR. 05/30/14 [JEN];
81854,07/11/2014,Petitioner,No Action,PET. ELCTD (31) PER MMR 06/28/14 [JEN];
81854,09/08/2014,Petitioner,No Action,INITIATED (31) PER MMR 07/26/14 [JEN];
81854,11/15/2014,Petitioner,No Action,PASSED (31) PER MMR 09/27/14 [JEN];
81854,05/29/2015,Regular,Accepted,RAISED (31) PER MMR 04/25/15 - CIR. 05/10/15 [JEN];
81854,07/16/2024,Regular,Accepted,MM CERT ISSUED 11/13/2024; PROF EXAM  04/22/2017 [JOEL]
81907,06/18/2014,Petitioner,No Action,ML (352) OR# 154059 - CIR. 06/20/14 [JEN];
81907,05/12/2015,Petitioner,No Action,PET ELCTD (352) PER MMR 03/07/15 [JEN];
81907,09/01/2016,Petitioner,No Action,PASSED (352) PER MMR 08/06/16 [MEL];
81907,11/24/2017,Regular,Accepted,RAISED(352) PER MMR DTD. 09/17- CIR. 11/10/17 (FOX)
81907,11/15/2018,Regular,Accepted,"MM CERT (352) ISSUED PER SI# 200122 DTD 09/14/18, PROF. EXM DTD 12/01/18  [nes];"
81908,06/18/2014,Petitioner,No Action,ML (352) OR# 154059 - CIR. 06/20/14 [JEN];
81908,09/26/2014,Petitioner,No Action,PET. RJCTD (352) PER MMR 09/06/14 - CIR. 09/20/14 [JEN];
81908,02/27/2015,Petitioner,No Action,PET. ELCTD (352) PER MMR 01/03/15 [JEN];
81908,05/12/2015,Petitioner,No Action,INITIATED (352) PER MMR 03/07/15 [JEN];
81908,08/18/2015,Petitioner,No Action,PASSED (352) PER MMR 07/04/15 [JEN];
81908,09/01/2015,Regular,Accepted,RAISED (352) PER MMR 08/01/15 - CIR. 08/10/15 [JEN];
81908,07/01/2016,Regular,Accepted,"MM CERT (352) ISSUED PER SI# 183158 DTD 12/18/15, PROF. EXM DTD 10/24/15 [JEN];"
81908,05/19/2021,Regular,Accepted,GLI [15] MY 2021-2022 ALEX
81908,07/17/2023,Honorary,Accepted,HONORARY CERT ISSUED 05/06/2022 [JOEL]
81908,11/09/2023,Honorary,Accepted,HONORARY CERT ISSUED 05/25/2023 [JOEL]
81908,10/09/2024,Honorary,Accepted,HONORARY CERT ISSUED 09/26/2024 [JOEL]
81967,07/09/2014,Petitioner,No Action,ML (69) OR# 154273 - CIR. 07/10/14 [JEN];
81967,05/30/2015,Petitioner,No Action,INITIATED (69) PER 2014 AR [JEN];
81967,03/12/2016,Petitioner,No Action,PASSED (69) PER 2015 AR [JEN];
81967,01/20/2017,Regular,Accepted,RAISED (69) PER MMR 08/06/16 - CIR. 01/10/17 [JEN];
81967,08/14/2019,Regular,Accepted,MM CERT (69) ISSUED PER SI NO. 201817 DTD 01/29/19 PROF EXAM (07/01/17) (ANN)
82064,07/30/2014,Petitioner,No Action,ML (15) OR# 154477 - CIR. 07/30/14 [JEN];
82064,08/18/2015,Petitioner,No Action,INITIATED (15) PER MMR FEB 2015 [JEN]; PASSED (15) PER MMR 07/05/15 [JEN];
82064,02/16/2016,Regular,Accepted,RAISED (15) PER MMR 09/19/15 - CIR. 01/30/16 [JEN];
82064,09/11/2024,Regular,Accepted,MM CERT ISSUED 09/12/2024; PROF EXAM 04/06/2024 [JOEL]
82113,08/11/2014,Petitioner,No Action,ML (352) OR# 154598 - CIR. 08/10/14 [JEN];
82113,09/26/2014,Petitioner,No Action,PET. ELCTD (352) PER MMR 09/06/14 [JEN];
82113,02/24/2015,Petitioner,No Action,INITIATED (352) PER 2014 AR [JEN];
82113,12/18/2015,Petitioner,No Action,PASSED (352) PER MMR 10/24/15 [JEN];
82113,07/04/2016,Regular,Accepted,Raised (352) per MMR 06/04/16 - Cir. 06/10/16 [ann];
82113,10/03/2016,Regular,Accepted,"MM CERT (352) ISSUED PER SI# 188198 DTD 09/15/16, PROF. EXAM DTD 08/06/16 [ROSE];"
82113,02/19/2025,Regular,Accepted,PM CERT & APRON ISSUED 01/25/2025 [JOEL] JEWEL 01/30/2025
82113,05/19/2025,Regular,No Action,"DGL, RIV CAVITE (EAST) MY 2025 - 2026"
82114,08/11/2014,Petitioner,No Action,ML (352) OR# 154598 - CIR. 08/10/14 [JEN];
82114,09/26/2014,Regular,Accepted,PET. RJCTD (352) PER MMR 09/06/14 - CIR. 09/20/14 [JEN];
82114,02/27/2015,Petitioner,No Action,PET. ELCTD (352) PER MMR 01/03/15 [JEN];
82114,11/05/2015,Petitioner,No Action,INITIATED (352) PER MMR 09/19/15 [JEN];
82114,08/19/2016,Petitioner,No Action,PASSED (352) PER MMR 07/02/16 [ROSE];
82114,01/05/2017,Regular,Accepted,RAISED (352) PER MMR 12/03/16 - CIR. 12/10/16 [JEN];
82114,11/15/2018,Regular,Accepted,"MM CERT (352) ISSUED PER SI# 200122 DTD 09/14/18, PROF. EXM DTD 03/03/18  [nes];"
82115,08/11/2014,Petitioner,No Action,ML (352) OR# 154598 - CIR. 08/10/14 [JEN];
