ID,Date (Activities),Type (Activities),Action (Activities),Notes (Activities)
78568,02/04/2013,Regular,Accepted,RAISED (31) PER MMR 11/24/12 - CIR. 01/30/13 [JEN];
78568,10/23/2015,Regular,Accepted,MM CERT (31) ISSUED PER SI# 180589 DTD 05/26/15 [JEN];
78568,05/31/2017,Regular,Accepted,"MM CERT (31) ISSUED PER SI# 192778 DTD 05/10/17, PROF. EXM DTD 03/28/15 [JHEZ];"
78575,04/10/2012,Petitioner,No Action,"ML (51) PET. PRSTD. 03/10/12, GLP RCVD. 04/04/12 - CIR. 04/20/12 [ann]; "
78575,07/25/2012,Petitioner,No Action,PET. ELCTD & INITIATED (51) PER MMR 06/09/12 [JEN];
78575,\N,Petitioner,No Action,PASSED (51) PER MMR 07/14/12 [JEN];
78575,10/29/2012,Regular,Accepted,RAISED (51) PER MMR 09/08/12 - CIR. 10/30/12 [JEN];
78575,07/04/2014,Regular,Accepted,MM CERT (51) ISSUED PER SI# 174092 DTD 06/05/14 [JEN];
78575,08/13/2015,Regular,Accepted,SUSPENDED FOR A PERIOD OF THREE (3) MONTHS FOR VIOLATING EDICT NO.277-RENTOY EFFECTIVE IMMEDIATELY PER GM RENTOY ORDER DTD 08/06/15 [JEN];
78575,02/26/2018,Regular,Accepted,"RESTORED(51) PER LODGE RESOLUTION DTD. NOV. 11, 2017, SUSPENSION SERVED(JOEL)"
78575,11/24/2020,Regular,Accepted,WM [51] 2017 PER SUBMITTED ANNUAL REPORT [JOEL]
78575,05/19/2021,Regular,Accepted,GLI [441] MY 2021-2022 ALEX
78575,05/21/2021,Regular,Accepted,GLI [31] MY 2019-2021 ALEX
78575,06/09/2023,Regular,Accepted,DGL (MD RIV - CAVITE  (EAST) MY 2023-2024 (SALVADOR)
78575,07/18/2025,Honorary,Accepted,HONORARY CERT ISSUED 03/25/2021 [JOEL]
78576,04/10/2012,Petitioner,No Action,"ML (51) PET. PRSTD. 03/10/12, GLP RCVD. 04/04/12 - CIR. 03/30/12 [ann]; "
78576,07/25/2012,Petitioner,No Action,PET. ELCTD (51) PER MMR 06/09/12 [JEN];
78576,07/01/2013,Petitioner,No Action,INITIATED (51) PER MMR 06/08/13 [JEN];
78576,08/30/2013,Regular,Accepted,RAISED (51) PER MMR 08/10/13 - CIR. 08/20/13 [JEN];
78669,05/08/2012,Petitioner,No Action,ML (51) PET. PRSTD. 04/14/12; GLP RCVD. 05/04/12 - CIR. 05/10/12 [JEN];
78669,10/29/2012,Petitioner,No Action,PET. ELCTD (51) PER MMR 08/11/12 [JEN]; INITIATED (51) PER MMR 09/08/12 [JEN];
78669,11/09/2012,Petitioner,No Action,PASSED (51) PER MMR 10/13/12 [JEN];
78669,02/04/2013,Regular,Accepted,RAISED (51) PER MMR 11/10/12 - CIR. 01/30/13 [JEN];
78745,05/17/2012,Petitioner,No Action,ML (352) PER OR# 129834 DTD 11/05/10 [JEN];;
78745,\N,Regular,Accepted,"INITIATED, PASSED & RAISED (352) PER 2011 AR [JEN];"
78745,07/07/2014,Regular,Accepted,"MM CERT (352) ISSUED PER SI# 174093 DTD 06/05/14, PROF. EXM DTD 04/02/11 [JEN];"
78745,06/16/2015,Regular,Accepted,PM CERT (352) ISSUED PER SI#177453 DTD 101/26/15 [JEN];
78745,08/23/2016,Regular,Accepted,PM CERT (352) RE-ISSUED PER SI#178040 DTD 02/13/15 [MEL];
78745,10/03/2016,Regular,Accepted,DGL (R IV-A1) 2016 [ROSE];
78745,07/25/2018,Regular,Accepted,HIRAM MEDAL(352) DTD 05/24/18
78745,06/27/2019,Charter,Accepted,CM (448) 09/03/2018 (ANN)
78745,03/10/2022,Dual,Accepted,DEMITTED [448] MMR 12/2021   CIR. 03/10/2022 [JOEL]
78745,06/08/2022,Regular,Accepted,DDGM- MD-RIV CAVITE- EAST  MY 2022-2023 [JOEL]
78745,10/18/2023,Honorary,Accepted,HONORARY CERT ISSUED 07/04/2023 [JOEL]
78745,11/09/2023,Honorary,Accepted,HONORARY CERT ISSUED 05/25/2023 [JOEL]
78762,05/23/2012,Petitioner,No Action,ML (352) PET. PRSTD. 11/05/11; GLP RCVD. 05/17/12 - CIR. 05/30/12 [JEN];
78847,06/09/2012,Petitioner,No Action,"ML (31) PET. PRSTD. 05/26/12, GLP RCVD. 06/06/12 - CIR. 06/20/12 [JEN];"
78847,02/04/2013,Petitioner,No Action,INITIATED (31) PER 2012 AR [JEN]; PASSED (31) PER MMR 11/24/12 [JEN];
78847,03/15/2014,Regular,Accepted,RAISED (31) PER 2013 AR [JEN]; 
78847,10/23/2015,Regular,Accepted,MM CERT (31) ISSUED PER SI# 180589 DTD 05/26/15 PROF. EXM DTD 03/28/15 [JEN];
78847,05/19/2025,Regular,Accepted,Gli [352] MY 2025-2026 [April]
78877,06/19/2012,Petitioner,No Action,ML (352) PET. PRSTD. 06/02/12; GLP RCVD. 06/12/12 - CIR. 06/30/12 [JEN];
78877,01/24/2013,Petitioner,No Action,INITIATED (352) PER 2012 AR [JEN];
78877,04/07/2014,Regular,Accepted,PASSED & RAISED (352) PER 2013 AR [JEN]; 
78877,07/07/2014,Regular,Accepted,"MM CERT (352) ISSUED PER SI# 174093 DTD 06/05/14, PROF. EXM DTD 04/05/14 [JEN];"
78877,02/10/2022,Regular,Accepted,PM CERT APRON AND JEWEL ISSUED 02/10/2022 S.I NO. 215347 [JOEL]
78877,01/30/2023,Regular,Accepted,DGL [MD RIV- CAVITE-EAST] MY 2022-2023 [JOEL]
78877,02/20/2024,Regular,Accepted,"EXPELLED [ 352 ] PER GRAND MASTER'S DECISION NO. 12 ORDERED FEBRUARY 16, 2024, MW MDON T. RAMAS-UYPITCHING, GRAND MASTER, MW DANILO D. ANGELES, PGM, GRAND SECREYTARY [JOEL]"
78878,06/19/2012,Petitioner,No Action,ML (352) PET. PRSTD. 06/02/12; GLP RCVD. 06/12/12 - CIR. 06/30/12 [JEN];
78878,01/24/2013,Petitioner,No Action,INITIATED (352) PER 2012 AR [JEN]; PASSED (352) PER 2013 AR [JEN]; 
78878,09/01/2014,Regular,Accepted,RAISED (352) PER MMR 03/01/14 - CIR. 08/20/14 [JEN];
78878,02/20/2024,Regular,Accepted,"EXPELLED [ 352 ] PER GRAND MASTER'S DECISION NO. 12 ORDERED FEBRUARY 16, 2024, MW MDON T. RAMAS-UYPITCHING, GRAND MASTER, MW DANILO D. ANGELES, PGM, GRAND SECREYTARY [JOEL]"
78879,06/19/2012,Petitioner,No Action,ML (352) PET. PRSTD. 06/02/12; GLP RCVD. 06/12/12 - CIR. 06/30/12 [JEN];
78879,01/24/2013,Petitioner,No Action,INITIATED (352) PER 2012 AR [JEN]; PASSED (352) PER 2013 AR [JEN]; 
78879,05/27/2014,Petitioner,No Action,RAISED (352) PER MMR 04/05/14 - CIR. 05/20/14 [JEN];
78879,02/20/2024,Regular,Accepted,"EXPELLED [ 352 ] PER GRAND MASTER'S DECISION NO. 12 ORDERED FEBRUARY 16, 2024, MW MDON T. RAMAS-UYPITCHING, GRAND MASTER, MW DANILO D. ANGELES, PGM, GRAND SECREYTARY [JOEL]"
78880,06/19/2012,Petitioner,No Action,ML (352) PET. PRSTD. 06/02/12; GLP RCVD. 06/12/12 - CIR. 06/30/12 [JEN];
78880,01/24/2013,Petitioner,No Action,INITIATED (352) PER 2012 AR [JEN];
78880,04/07/2014,Regular,Accepted,PASSED & RAISED (352) PER 2013 AR [JEN]; 
78880,07/07/2014,Regular,Accepted,"MM CERT (352) ISSUED PER SI# 174093 DTD 06/05/14, PROF. EXM DTD 09/14/13 [JEN];"
78880,08/28/2019,Regular,Accepted,PM CERT (352) ISSUED PER SI NO. 201639 DTD (01/22/19) (ANN)
78880,05/21/2021,Regular,Accepted,GLI [416] MY 2019-2021 ALEX
78880,10/09/2024,Regular,Accepted,DGL [ MD RIV- CAVITE- EAST ] MY 2024-2025 [JOEL]
78881,06/19/2012,Petitioner,No Action,ML (352) PET. PRSTD. 06/02/12; GLP RCVD. 06/12/12 - CIR. 06/30/12 [JEN];
78881,01/24/2013,Petitioner,No Action,INITIATED (352) PER 2012 AR [JEN];
78881,04/07/2014,Regular,Accepted,PASSED & RAISED (352) PER 2013 AR [JEN]; 
78943,06/27/2012,Petitioner,No Action,ML (346) PET. PRSTD. 05/26/12; GLP RCVD. 06/22/12 - CIR. 06/30/12 [JEN];
78943,01/17/2013,Petitioner,No Action,INITIATED (346) PER MMR 09/29/12 [JEN];
78943,05/10/2013,Petitioner,No Action,PASSED (346) PER MMR 01/26/13 [JEN];
78943,06/21/2013,Regular,Accepted,RAISED (346) PER MMR 04/13/13 - CIR. 06/20/13 [JEN];
78943,08/26/2016,Regular,Accepted,MM CERT (346) ISSUED PER SI# 187400 DTD 7/28/16 PROF.EXM DTD 11/28/15 [ROSE];
78989,07/09/2012,Petitioner,No Action,ML (51) PET. PRSTD. 05/12/12; GLP RCVD. 07/06/12 - CIR. 07/20/12 [JEN];
78989,10/29/2012,Petitioner,No Action,PET. ELCTD & INITIATED (51) PER MMR 09/08/12 [JEN];
78989,11/09/2012,Petitioner,No Action,PASSED (51) PER MMR 10/13/12 [JEN];
78989,02/04/2013,Regular,Accepted,RAISED (51) PER MMR 11/10/12 - CIR. 01/30/13 [JEN];
78989,09/20/2017,Regular,Accepted,"MM CERT (51) ISSUED PER SI# 193431 DTD 06/28/17, PROF. EXM DTD 11/14/15 [JEN];"
78989,10/09/2024,Regular,Accepted,DGL [ MD RIV- CAVITE- EAST ] MY 2024-2025 [JOEL]
78989,10/09/2024,Honorary,Accepted,HONORARY CERT ISSUED 09/26/2024 [JOEL]
78989,05/16/2025,Regular,Accepted,Gli [15 ] My 2023-2024 [April]
78996,07/12/2012,Petitioner,No Action,ML (15) PET. PRSTD. 07/07/12; GLP RCVD. 07/09/12 - CIR. 07/20/12 [JEN];
78996,03/12/2013,Petitioner,No Action,INITIATED (15) PER 2012AR [ANGIE];
78997,07/12/2012,Petitioner,No Action,ML (15) PET. PRSTD. 07/07/12; GLP RCVD. 07/09/12 - CIR. 07/20/12 [JEN];
79206,08/29/2012,Petitioner,No Action,ML (51) PET. PRSTD. 08/11/12; GLP RCVD. 08/23/12 - CIR. 08/30/12 [JEN];
79206,11/09/2012,Petitioner,No Action,PET. ELCTD (51) PER MMR 10/13/12 [JEN];
79206,01/30/2013,Petitioner,No Action,INITIATED (51) PER MMR 11/10/12 [JEN]; PASSED (51) PER MMR 12/08/12 [JEN];
79206,03/11/2013,Regular,Accepted,RAISED (51) PER MMR 01/12/13 - CIR. 02/28/13 [JEN];
79206,02/24/2023,Regular,Accepted,MM CERT ISSUED 12/20/2022; PROF EXAM 11/12/2022 [JOEL]
79235,09/04/2012,Petitioner,No Action,ML (15) PET. RCVD. 08/30/12 - CIR. 09/10/12 [JEN]; INITIATED (15) PER 2013 AR [JEN]; PASSED (15) PER MMR 09/21/13 [JEN]; 
79235,02/08/2014,Regular,Accepted,RAISED (15) PER MMR 02/01/14 - CIR. 02/10/14 [JEN]; 
79235,09/11/2024,Regular,Accepted,MM CERT ISSUED 09/12/2024; PROF EXAM 04/06/2024 [JOEL]
79236,09/04/2012,Petitioner,No Action,ML (15) PET. RCVD. 08/30/12 - CIR. 09/10/12 [JEN];
79236,07/03/2014,Petitioner,No Action,INITIATED (15) PER MMR 05/03/14 [JEN];
79236,07/07/2016,Regular,Accepted,Passed and Raised (13) per 2015 AR [ann];
79236,11/05/2024,Regular,Accepted,MM CERT ISSUED 10/28/2024; PROF EXAM 02/06/2016 [JOEL]
79264,09/06/2012,Petitioner,No Action,ML (352) PET. PRSTD. 07/07/12; GLP RCVD. 09/03/12 - CIR. 09/10/12 [JEN];
79264,01/24/2013,Petitioner,No Action,INITIATED (352) PER 2012 AR [JEN]; PASSED (352) PER 2013 AR [JEN]; 
79264,09/01/2014,Regular,Accepted,RAISED (352) PER MMR 01/04/14 - CIR. 08/20/14 [JEN];
79265,09/06/2012,Petitioner,No Action,ML (352) PET. PRSTD. 07/07/12; GLP RCVD. 09/03/12 - CIR. 09/10/12 [JEN];
79265,04/07/2014,Regular,Accepted,PASSED & RAISED (352) PER 2013 AR [JEN]; 
79312,09/28/2012,Petitioner,No Action,ML (15) PET. PRSTD. 08/04/12; GLP RCVD. 09/26/12 -  CIR. 09/30/12 [JEN];
79313,09/28/2012,Petitioner,No Action,ML (15) PET. PRSTD. 08/04/12; GLP RCVD. 09/26/12 -  CIR. 09/30/12 [JEN];
79342,09/19/2012,Petitioner,No Action,ML (51) PET. PRSTD. 09/08/12; GLP RCVD. 09/13/12 - CIR. 09/20/12 [JEN];
79342,02/04/2013,Petitioner,No Action,PET. ELCTD & INITIATED (51) PER MMR 11/10/13 [JEN];
79342,01/30/2013,Petitioner,No Action,INITIATED (51) PER MMR 11/10/12 [JEN]; PASSED (51) PER MMR 12/08/12 [JEN];
79342,03/11/2013,Regular,Accepted,RAISED (51) PER MMR 01/12/13 - CIR. 02/28/13 [JEN];
79342,07/04/2014,Regular,Accepted,MM CERT (51) ISSUED PER SI# 174092 DTD 06/05/14 [JEN];
79343,09/19/2012,Petitioner,No Action,ML (51) PET. PRSTD. 09/08/12; GLP RCVD. 09/13/12 - CIR. 09/20/12 [JEN];
79392,10/11/2012,Petitioner,No Action,ML (15) PET. RCVD. 10/03/12 - CIR. 10/10/12 [JEN];
79392,11/21/2013,Petitioner,No Action,initiated (15) per mmr 05/04/13 [jen];
79392,11/21/2013,Petitioner,No Action,passed (15) per mmr 07/17/13 [jen];
79392,02/08/2014,Regular,Accepted,RAISED (15) PER MMR 11/09/13 - CIR. 02/10/14 [JEN]; 
79392,09/11/2024,Regular,Accepted,MM CERT ISSUED 09/12/2024; PROF EXAM 04/06/2024 [JOEL]
79393,10/11/2012,Petitioner,No Action,ML (15) PET. RCVD. 10/03/12 - CIR. 10/10/12 [JEN];
79393,11/21/2013,Petitioner,No Action,INITIATED (15) PER 2013 AR [JEN]; passed (15) per mmr 08/17/12 [jen];
79393,02/08/2014,Regular,Accepted,RAISED (15) PER MMR 11/09/13 - CIR. 02/10/14 [JEN]; 
79393,12/21/2016,Regular,Accepted,"MM CERT (15) ISSUED PER SI# 189511 DTD 12/02/16, PROF. EXM DTD 10/03/15 [NAZ];"
79393,05/19/2021,Regular,Accepted,GLI [51] MY 2021-2022 ALEX
79393,06/09/2023,Regular,Accepted,DGL (MD RIV - CAVITE  (EAST) MY 2023-2024 (SALVADOR)
79517,11/03/2012,Petitioner,No Action,ML (51) PET. PRSTD. 10/13/12; GLP RCVD. 10/31/12 OR#140149 - CIR. 10/30/12 [JEN];
79517,05/10/2013,Petitioner,No Action,INITIATED (51) PER MMR 03/09/13 [JEN];
79517,07/01/2013,Regular,Accepted,RAISED (51) PER MMR 06/08/13 - CIR. 06/30/13 [JEN];
79517,09/20/2017,Regular,Accepted,"MM CERT (51) ISSUED PER SI# 193431 DTD 06/28/17, PROF. EXM DTD 11/14/15 [JEN];"
79518,11/03/2012,Petitioner,No Action,ML (51) PET. PRSTD. 10/13/12; GLP RCVD. 10/31/12 OR#140149 - CIR. 10/30/12 [JEN];
79518,05/10/2013,Petitioner,No Action,INITIATED (51) PER MMR 03/09/13 [JEN]; PASSED (51) PER MMR 03/09/13 [JEN];
79518,06/06/2013,Regular,Accepted,RAISED (51) PER MMR 04/13/13 - CIR. 05/30/13 [JEN];
79518,07/04/2014,Regular,Accepted,MM CERT (51) ISSUED PER SI# 174092 DTD 06/05/14 [JEN];
79518,02/21/2024,Regular,Accepted,"PM CERT, APRON & JEWEL ISSUED 01/23/2024 [JOEL]"
79519,11/03/2012,Petitioner,No Action,ML (51) GLP RCVD. 10/31/12 OR#140149 - CIR. 10/30/12 [JEN];
79519,05/10/2013,Petitioner,No Action,INITIATED (51) PER MMR 02/09/13 [JEN]; PASSED (51) PER MMR 03/09/13 [JEN];
79519,06/06/2013,Regular,Accepted,RAISED (51) PER MMR 04/13/13 - CIR. 05/30/13 [JEN];
79519,11/24/2020,Regular,Accepted,MASTER MASON CERT ISSUED 11/11/2020 .I NO. 209813; PROFICIENCY EXAM 08/19 [JOEL]
79520,11/03/2012,Petitioner,No Action,ML (51) PET. PRSTD. 10/13/12; GLP RCVD. 10/31/12 OR#140149 - CIR. 10/30/12 [JEN];
79520,05/10/2013,Petitioner,No Action,INITIATED (51) PER MMR 03/09/13 [JEN];
79520,07/01/2013,Regular,Accepted,RAISED (51) PER MMR 06/08/13 - CIR. 06/30/13 [JEN];
79520,06/19/2024,Regular,Accepted,MM CERT ISSUED 06/05/2024; PROF EXAM 02/17/2024 [JOEL]
79628,12/03/2012,Petitioner,No Action,ML (352) PET. RCVD. 11/24/12 OR#140553 - CIR. 12/10/12 [JEN];
79628,04/07/2014,Regular,Accepted,"INITIATED, PASSED & RAISED (352) PER 2013 AR [JEN]; "
79628,07/07/2014,Regular,Accepted,"MM CERT (352) ISSUED PER SI# 174093 DTD 06/05/14, PROF. EXM DTD 09/14/13 [JEN];"
79628,07/10/2014,Regular,Accepted,UPDATE RECORD (ADD OF DEPENDENT) PER GLP MEMBER UPDATE FORM [JEN];
79628,08/14/2019,Regular,Accepted,HON CERT (352) ISSUED PER SI NO. 204215 DTD (06/18/19) (ANN)
79628,06/03/2022,Regular,Accepted,HEAD NEWS CORRESPONDENTS- LUZON THE CABLETOW MY 2022-2023 [JOEL]
79628,02/20/2024,Regular,Accepted,"SUSPENDED FOR ONE [ 1 ] YEAR [ 352 ] PER GRAND MASTER'S DECISION NO. 12 ORDERED FEBRUARY 16, 2024, MW MDON T. RAMAS-UYPITCHING, GRAND MASTER, MW DANILO D. ANGELES, PGM, GRAND SECREYTARY [JOEL]"
79643,12/11/2012,Petitioner,No Action,ML (346) PET. PRSTD. 10/27/12; GLP RCVD. 12/07/12 O#140727 - CIR. 12/20/12 [JEN]; 
79643,05/10/2013,Petitioner,No Action,PET. ELCTD (346) PER MMR 02/15/13 [JEN];
79643,09/20/2013,Petitioner,No Action,INITIATED (346) PER MMR 05/04/13 [JEN]; PASSED (346) PER MMR 07/27/13 [JEN]; 
79643,03/12/2014,Regular,Accepted,RAISED (346) PER MMR 10/26/13 - CIR. 03/10/14 [JEN]; 
79643,08/26/2016,Regular,Accepted,MM CERT (346) ISSUED PER SI# 187400 DTD 7/28/16 PROF.EXM DTD 08/24/14 [ROSE];
79644,12/11/2012,Petitioner,No Action,ML (346) PET. PRSTD. 11/24/12; GLP RCVD. 12/07/12 OR#140727 - CIR. 12/20/12 [JEN];
79644,05/10/2013,Petitioner,No Action,PET. ELCTD (346) PER MMR 02/15/13 [JEN];
79644,09/20/2013,Petitioner,No Action,INITIATED (346) PER MMR 05/04/13 [JEN]; PASSED (346) PER MMR 06/22/13 [JEN]; 
79644,03/12/2014,Regular,Accepted,RAISED (346) PER MMR 09/28/13 - CIR. 03/10/14 [JEN]; 
79645,12/11/2012,Petitioner,No Action,ML (346) GLP RCVD. 12/07/12 OR#140727 - CIR.12/20/12  [JEN];
79645,05/10/2013,Petitioner,No Action,PET. ELCTD (346) PER MMR 02/15/13 [JEN];
79645,09/20/2013,Petitioner,No Action,INITIATED (346) PER MMR 05/25/13 [JEN]; PASSED (346) PER MMR 07/27/13 [JEN]; 
79645,03/12/2014,Regular,Accepted,RAISED (346) PER MMR 10/26/13 - CIR. 03/10/14 [JEN]; 
79645,08/26/2016,Regular,Accepted,MM CERT (346) ISSUED PER SI# 187400 DTD 7/28/16 PROF.EXM DTD 08/24/14 [ROSE];
79646,12/11/2012,Petitioner,No Action,ML (346) PET. PRSTD. 07/28/12; GLP RCVD. 12/07/12 OR#140727 - CIR. 12/20/12 [JEN];
79646,05/10/2013,Petitioner,No Action,PET. ELCTD (346) PER MMR 02/15/13 [JEN];
79646,09/20/2013,Petitioner,No Action,INITIATED (346) PER MMR 05/04/13 [JEN]; PASSED (346) PER MMR 06/22/13 [JEN]; 
79646,03/12/2014,Regular,Accepted,RAISED (346) PER MMR 09/28/13 - CIR. 03/10/14 [JEN]; 
79646,07/16/2018,Regular,Accepted,MM CERT. (346) 06/27/2018 ; ISSUED SI NO:199101 ; PROFICIENCY DATE:04/22/2017 [NES]
79647,12/11/2012,Petitioner,No Action,ML (346) PET. PRSTD. 09/29/12; GLP RCVD. 12/07/12 OR#140727 - CIR. 12/20/12 [JEN];
79647,05/10/2013,Petitioner,No Action,PET. ELCTD (346) PER MMR 02/15/13 [JEN];
79647,09/20/2013,Petitioner,No Action,INITIATED (346) PER MMR 05/25/13 [JEN]; PASSED (346) PER MMR 07/27/13 [JEN]; 
79647,05/19/2014,Regular,Accepted,RAISED (346) PER MMR 03/22/14 - CIR. 05/10/14 [JEN];
79647,06/11/2021,Dual,Accepted,DUAL FROM CHARTER [ALEX]
79648,12/11/2012,Petitioner,No Action,ML (346) PET. PRSTD. 09/29/12; GLP RCVD. 12/07/12 OR#140727 - CIR. 12/20/12 [JEN];
79648,09/20/2013,Petitioner,No Action,INITIATED (346) PER MMR 05/25/13 [JEN]; PASSED (346) PER MMR 11/2313 [JEN]; 
79648,03/12/2014,Regular,Accepted,RAISED (346) PER MMR 12/14/13 - CIR. 03/10/14 [JEN]; 
79648,12/09/2024,Regular,Accepted,MM CERT ISSUED 11/30/2024; PROF EXAM 02/24/2024 [JOEL]
79725,01/11/2013,Petitioner,No Action,ML (352) PET. PRSTD. 10/06/12; GLP RCVD. 12/27/12 OR#140553 - CIR. 01/20/13 [JEN];
79725,04/07/2014,Regular,Accepted,"INITIATED, PASSED & RAISED (352) PER 2013 AR [JEN]; "
79725,07/07/2014,Regular,Accepted,"MM CERT (352) ISSUED PER SI# 174093 DTD 06/05/14, PROF. EXM DTD 04/05/14 [JEN];"
79921,02/19/2013,Petitioner,No Action,ML (51) OR# 141848 - CIR. 02/20/13 [JEN];
79921,12/03/2013,Petitioner,No Action,PET. RJCTD (51) PER MMR 10/12/13 - CIR. 11/30/13 [JEN];
79922,02/19/2013,Petitioner,No Action,ML (51) OR# 141848 - CIR. 02/20/13 [JEN];
79922,06/06/2013,Petitioner,No Action,PET. ELCTD (51) PER MMR 04/13/13 [JEN];
79922,07/01/2013,Petitioner,No Action,INITIATED (51) PER MMR 06/08/13 [JEN];
79922,08/13/2015,Petitioner,No Action,PASSING IS HEREBY HELD IN ABEYANCE PER GM RENTOY'S ORDER DTD 08/06/15 UNTIL FURTHER ORDER OF GM [JEN];
80046,03/20/2013,Petitioner,No Action,ML (69) OR# 142207 - CIR. 03/20/13 [JEN];
80046,08/23/2013,Petitioner,No Action,PET. ELCTD (69) PER MMR 06/04/13 [JEN];
80074,04/02/2013,Petitioner,No Action,ML (352) OR# 142515 - CIR. 03/30/13 [JEN];
80074,04/07/2014,Petitioner,No Action,INITIATED (352) PER 2013 AR [JEN]; 
80074,09/08/2014,Petitioner,No Action,PASSED (352) PER MMR 07/05/14 [JEN];
80074,12/09/2014,Regular,Accepted,RAISED (352) PER MMR 11/05/14 - CIR. 11/30/14 [JEN];
80075,04/02/2013,Petitioner,No Action,ML (352) OR# 142515 - CIR. 03/30/13 [JEN];
80075,04/07/2014,Petitioner,No Action,INITIATED (352) PER 2013 AR [JEN]; 
80075,09/08/2014,Petitioner,No Action,PASSED (352) PER MMR 07/05/14 [JEN];
80075,12/09/2014,Regular,Accepted,RAISED (352) PER MMR 11/05/14 - CIR. 11/30/14 [JEN];
80149,05/19/2014,Regular,Accepted,RAISED (346) PER MMR 03/22/14 - CIR. 05/10/14 [JEN];
80149,03/12/2014,Petitioner,No Action,INITIATED (346) PER MMR 09/28/13 [JEN]; PASSED (346) PER MMR 02/22/14 [JEN]; 
80149,04/29/2013,Petitioner,No Action,ML (346) OR# 142882 - CIR. 05/10/13 [JEN];
80150,04/29/2013,Petitioner,No Action,ML (346) OR# 142882 - CIR. 05/10/13 [JEN];
80150,03/12/2014,Petitioner,No Action,INITIATED (346) PER MMR 09/28/13 [JEN]; PASSED (346) PER MMR 02/22/14 [JEN]; 
80150,05/14/2015,Regular,Accepted,RAISED (346) PER MMR 05/25/15 - CIR. 04/20/15 [JEN];
80151,04/30/2013,Petitioner,No Action,ML (346) OR# 142882 - CIR. 05/10/13 [JEN];
80151,03/12/2014,Petitioner,No Action,INITIATED (346) PER MMR 09/28/13 [JEN]; PASSED (346) PER MMR 02/22/14 [JEN]; 
80151,05/14/2015,Regular,Accepted,RAISED (346) PER MMR 05/25/15 - CIR. 04/20/15 [JEN];
80151,11/24/2016,Regular,Accepted,"MM CERT (346) ISSUED PER SI# 188878 DTD 10/27/16, PROF. EXM DTD 04/18/15 [ROSE];"
80152,04/30/2013,Petitioner,No Action,ML (346) OR# 142882 - CIR. 05/10/13 [JEN];
80152,03/12/2014,Petitioner,No Action,PET. ELCTD (346) PER MMR 02/22/14 [JEN]; 
80152,11/15/2014,Petitioner,No Action,INITIATED (346) PER MMR 07/26/14 [JEN];
80152,08/22/2016,Petitioner,No Action,PASSED (346) PER 2015 AR [MEL];
80152,05/22/2017,Regular,Accepted,PET. RJCTD (346) PER MMR 03/25/17 - CIR. 04/30/17 [JEN];
80152,10/13/2022,Regular,Accepted,MM CERT ISSUED 09/29/2022 S.I NO. 220024; PROF EXAM 03/25/2017 [JOEL]
80159,04/30/2013,Petitioner,No Action,ML (15) OR# 142907 - CIR. 05/10/13 [JEN];
80159,11/21/2013,Petitioner,No Action,initiated (15) per mmr 09/07/13 [jen]; PASSED (15) PER MMR 10/26/13 [JEN]; 
80159,04/16/2014,Regular,Accepted,RAISED (15) PER MMR 04/05/14 - CIR. 04/20/14 [JEN]; 
80159,11/05/2024,Regular,Accepted,MM CERT ISSUED 10/28/2024; PROF EXAM 10/18/2014 [JOEL]
80160,04/30/2013,Petitioner,No Action,ML (15) OR# 142907 - CIR. 05/10/13 [JEN];
80160,11/21/2013,Petitioner,No Action,INITIATED (15) PER 2013 AR [JEN]; passed (15) per mmr 09/21/13 [jen];
80160,02/08/2014,Regular,Accepted,RAISED (15) PER MMR 02/01/14 - CIR. 02/10/14 [JEN]; 
80160,05/21/2025,Regular,Accepted,SNPD [ 15 ] MMR  03/2025 CIR 05/30/2025 [JOEL]
80161,04/30/2013,Petitioner,No Action,ML (15) OR# 142907 - CIR. 05/10/13 [JEN];
80161,11/21/2013,Petitioner,No Action,initiated (15) per mmr 09/07/13 [jen]; PASSED (15) PER MMR 10/26/13 [JEN]; 
80161,04/16/2014,Regular,Accepted,RAISED (15) PER MMR 04/05/14 - CIR. 04/20/14 [JEN]; 
80161,05/21/2025,Regular,Accepted,SNPD [ 15 ] MMR  03/2025 CIR 05/30/2025 [JOEL]
80175,05/02/2013,Petitioner,No Action,ML (346) OR# 142888 - CIR. 05/10/13 [JEN];
80175,03/12/2014,Petitioner,No Action,INITIATED (346) PER MMR 08/24/13 [JEN]; PASSED (346) PER MMR 11/2313 [JEN]; 
80175,03/12/2014,Regular,Accepted,RAISED (346) PER MMR 12/14/13 - CIR. 03/10/14 [JEN]; 
80175,12/09/2024,Regular,Accepted,MM CERT ISSUED 11/30/2024; PROF EXAM 02/24/2024 [JOEL]
80176,05/02/2013,Petitioner,No Action,ML (346) OR# 142882 - CIR. 05/10/13 [JEN];
80176,03/12/2014,Petitioner,No Action,INITIATED (346) PER MMR 08/24/13 [JEN]; PASSED (346) PER MMR 11/2313 [JEN]; 
80176,03/12/2014,Regular,Accepted,RAISED (346) PER MMR 12/14/13 - CIR. 03/10/14 [JEN]; 
80176,12/09/2024,Regular,Accepted,MM CERT ISSUED 11/30/2024; PROF EXAM 04/20/2024 [JOEL]
80214,05/14/2013,Petitioner,No Action,ML (51) OR# 143027 - CIR. 05/20/13 [JEN];
80214,12/03/2013,Petitioner,No Action,INITIATED & PASSED (51) PER MMR 10/12/13 [JEN];
