ID,Details (Masonic Timeline),Date (Masonic Timeline),Lodge Type (Other Lodges),Lodge Number (Other Lodges),Lodge Date (Other Lodges),LML (Other Lodges),Affiliation (Affiliation),Date (Affiliation)
13660,SNPD,10/10/1981,,,,,,
13661,SNPD,12/10/1988,,,,,,
13663,SNPD,12/11/1971,,,,,,
13664,SNPD,12/09/1972,,,,,,
13665,SNPD,12/30/1969,,,,,,
13666,SNPD,12/12/1987,,,,,,
13667,SNPD,12/31/1989,,,,,,
13668,SNPD,11/09/1985,,,,,,
13669,SNPD,12/31/1999,,,,,,
13670,SNPD,12/31/1999,,,,,,
13671,SNPD,12/31/1992,,,,,,
13672,SNPD,12/31/1989,,,,,,
13673,SNPD,12/31/1999,,,,,,
13674,SNPD,11/09/1985,,,,,,
13675,SNPD,11/09/1985,,,,,,
13676,SNPD,12/10/1988,,,,,,
13677,SNPD,12/12/1987,,,,,,
13678,SNPD,12/31/1989,,,,,,
13679,SNPD,12/31/1991,,,,,,
13680,SNPD,12/31/1993,,,,,,
13681,SNPD,12/31/1997,,,,,,
13682,SNPD,12/31/2001,,,,,,
13683,SNPD,12/31/2001,,,,,,
13684,RESTORED,01/24/2015,,,,,,
13685,SNPD,12/10/1988,,,,,,
13686,SNPD,12/31/1992,,,,,,
13687,SNPD,10/09/1982,,,,,,
13688,SNPD,12/31/1991,,,,,,
13692,SNPD,12/31/1989,,,,,,
13693,SNPD,10/10/1988,,,,,,
13694,SNPD,12/31/1993,,,,,,
13695,SNPD,12/12/1987,,,,,,
13697,SNPD,12/12/1987,,,,,,
13698,SNPD,12/12/1987,,,,,,
13699,SNPD,12/31/1991,,,,,,
13700,,,CHARTER LODGE,282,,,,
14054,,,DUAL LODGE,26,,,,
14490,PM,1988,,,,,,
14548,SNPD,12/31/2003,,,,,,
14549,SNPD,12/31/2003,,,,,,
14550,SNPD,12/31/1991,,,,,,
14551,SNPD,12/31/1991,,,,,,
14552,SNPD,12/31/1993,,,,,,
14553,SNPD,10/09/1982,,,,,,
14554,SNPD,12/31/1993,,,,,,
14555,SNPD,10/09/1982,,,,,,
18445,RESTORED,03/13/2010,,,,,,
18478,SNPD,12/09/1989,,,,,,
19249,SNPD,12/02/1967,,,,,,
20166,SNPD,06/13/1998,,,,,,
20167,SNPD,12/13/1997,,,,,,
21063,SNPD,12/31/2001,,,,,,
21378,PM,2002,,,,,,
21379,SNPD,12/31/1988,,,,,,
21380,SNPD,12/31/1989,,,,,,
21381,SNPD,12/31/1988,,,,,,
21383,SNPD,12/31/1986,,,,,,
21385,SNPD,12/31/1985,,,,,,
21387,SNPD,12/31/1993,,,,,,
21389,SNPD,12/31/1989,,,,,,
21392,SNPD,12/31/1989,,,,,,
21394,SNPD,12/01/1973,,,,,,
21396,SNPD,12/02/1967,,,,,,
21397,SNPD,12/31/1985,,,,,,
21398,SNPD,12/31/1989,,,,,,
21399,SNPD,12/31/1996,,,,,,
21404,SNPD,12/31/1987,,,,,,
21405,SNPD,12/31/1989,,,,,,
21406,PM,1991,,,,,,
21412,SNPD,12/31/1983,,,,,,
21413,SNPD,12/02/1967,,,,,,
21415,SNPD,12/31/1989,,,,,,
21416,,,DUAL LODGE,5,,,,
21417,SNPD,12/31/1998,,,,,,
21420,PM,1987,,,,,,
21422,SNPD,12/31/1985,,,,,,
21424,SNPD,12/31/1981,,,,,,
21426,SNPD,12/31/1982,,,,,,
21430,SNPD,12/31/1995,,,,,,
21431,SNPD,12/31/1985,,,,,,
21434,SNPD,12/22/1985,,,,,,
21435,SNPD,12/31/1989,,,,,,
21437,SNPD,12/31/1983,,,,,,
21438,SNPD,12/01/1973,,,,,,
21440,SNPD,12/31/1991,,,,,,
21441,SNPD,11/06/1971,,,,,,
21444,SNPD,12/31/1989,,,,,,
21445,SNPD,12/31/1979,,,,,,
21446,SNPD,12/31/1985,,,,,,
21447,SNPD,12/31/1987,,,,,,
21448,SNPD,12/31/1989,,,,,,
21449,SNPD,12/01/1973,,,,,,
21452,SNPD,12/31/2001,,,,,,
21453,SNPD,12/31/1987,,,,,,
21454,SNPD,12/31/1984,,,,,,
21455,SNPD,12/31/1989,,,,,,
21456,SNPD,12/31/1983,,,,,,
21457,SNPD,12/31/1981,,,,,,
21466,SNPD,12/31/1981,,,,,,
21470,SNPD,12/31/2001,,,,,,
21471,SNPD,12/31/1998,,,,,,
21472,SNPD,12/31/1987,,,,,,
21473,SNPD,12/31/1981,,,,,,
21474,SNPD,12/31/2001,,,,,,
21476,SNPD,12/31/1998,,,,,,
21479,SNPD,12/31/1984,,,,,,
21483,SNPD,12/31/1988,,,,,,
21486,PM,1984,,,,,,
21487,PM,1984,,,,,,
21488,SNPD,12/31/1998,,,,,,
21490,SNPD,12/31/1986,,,,,,
21491,PM,1997,,,,,,
21492,SNPD,12/31/1998,,,,,,
21494,SNPD,12/31/1989,,,,,,
21498,PM,1967,,,,,,
21500,SNPD,12/31/1986,,,,,,
21503,SNPD,12/31/1983,,,,,,
21505,SNPD,12/27/1980,,,,,,
21506,SNPD,12/31/1994,,,,,,
21509,SNPD,12/03/1966,,,,,,
21511,SNPD,12/31/1987,,,,,,
21513,SNPD,12/31/1984,,,,,,
21519,SNPD,12/31/1996,,,,,,
21520,SNPD,12/31/1985,,,,,,
21521,SNPD,12/31/1989,,,,,,
21522,SNPD,12/31/1979,,,,,,
21523,SNPD,12/01/1973,,,,,,
21524,SNPD,12/31/1981,,,,,,
21531,SNPD,12/31/1989,,,,,,
21533,,,DUAL LODGE,441,,,,
21534,SNPD,12/31/1988,,,,,,
21535,SNPD,12/31/1985,,,,,,
21538,SNPD,12/03/1966,,,,,,
21539,SNPD,12/31/1993,,,,,,
21542,SNPD,12/31/1986,,,,,,
21545,SNPD,12/05/1970,,,,,,
21546,SNPD,12/05/1970,,,,,,
21548,SNPD,12/31/1988,,,,,,
21551,SNPD,12/31/1998,,,,,,
21553,SNPD,12/31/1986,,,,,,
21554,SNPD,12/31/1987,,,,,,
21555,SNPD,12/31/1979,,,,,,
21556,PM,1982,,,,,,
21557,SNPD,12/01/1973,,,,,,
21559,SNPD,12/31/1996,,,,,,
21730,SNPD,12/31/1986,,,,,,
21732,SNPD,12/31/1979,,,,,,
21734,SNPD,12/31/1978,,,,,,
21737,PM,1976,,,,,,
21741,SNPD,12/31/1989,,,,,,
21743,SNPD,12/31/1985,,,,,,
21744,SNPD,12/31/1984,,,,,,
21748,SNPD,12/31/1987,,,,,,
21749,SNPD,12/31/1981,,,,,,
21752,PM,1973,,,,,,
21753,PM,1993,,,,,,
21754,SNPD,12/31/1982,,,,,,
21759,SNPD,12/31/1995,,,,,,
21760,SNPD,12/31/1985,,,,,,
21761,SNPD,12/31/1988,,,,,,
21763,SNPD,12/31/1978,,,,,,
21764,SNPD,12/31/1981,,,,,,
21766,SNPD,12/31/1990,,,,,,
21768,SNPD,12/31/1987,,,,,,
21770,SNPD,12/31/1995,,,,,,
21772,SNPD,12/31/1981,,,,,,
21774,SNPD,12/31/1982,,,,,,
21775,SNPD,12/31/1981,,,,,,
21779,PM,1972,,,,,,
21780,SNPD,11/06/1967,,,,,,
21784,SNPD,12/31/1996,,,,,,
21788,SNPD,12/01/1973,,,,,,
21790,SNPD,12/31/1981,,,,,,
21791,RESTORED,03/07/2009,,,,,,
21792,PM,2001,,,,,,
21794,SNPD,12/04/1976,,,,,,
21796,SNPD,12/31/2002,,,,,,
21797,SNPD,12/31/1982,,,,,,
21798,SNPD,12/31/1981,,,,,,
21799,SNPD,12/31/1985,,,,,,
21800,SNPD,12/31/1979,,,,,,
21804,SNPD,12/31/2002,,,,,,
21806,SNPD,12/31/1981,,,,,,
21809,SNPD,12/04/1976,,,,,,
21811,SNPD,12/31/1989,,,,,,
21812,SNPD,12/31/1983,,,,,,
21813,SNPD,12/31/1981,,,,,,
21814,M,1963,,,,,,
21817,SNPD,12/31/1983,,,,,,
21818,SNPD,12/31/1989,,,,,,
21820,SNPD,12/31/1989,,,,,,
21822,SNPD,12/31/1982,,,,,,
21824,SNPD,12/31/1981,,,,,,
21826,,,CHARTER LODGE,286,,,,
21834,SNPD,12/31/1988,,,,,,
21835,SNPD,12/31/1987,,,,,,
21836,SNPD,12/31/1985,,,,,,
21837,SNPD,12/31/1998,,,,,,
21838,SNPD,12/31/1987,,,,,,
21839,SNPD,12/31/1986,,,,,,
21840,SNPD,12/31/1989,,,,,,
21841,SNPD,12/04/1976,,,,,,
21843,SNPD,12/31/1983,,,,,,
21844,SNPD,12/31/1983,,,,,,
21845,SNPD,12/31/1985,,,,,,
21846,SNPD,12/31/1991,,,,,,
21850,SNPD,12/31/1986,,,,,,
21851,SNPD,12/31/1993,,,,,,
21854,SNPD,12/31/1986,,,,,,
21857,SNPD,12/31/2009,,,,,,
21859,SNPD,12/31/1981,,,,,,
21863,SNPD,12/31/1986,,,,,,
21865,SNPD,04/01/1972,,,,,,
21869,SNPD,12/31/1985,,,,,,
21870,SNPD,12/31/1982,,,,,,
21873,SNPD,12/31/2002,,,,,,
21874,SNPD,12/31/1995,,,,,,
21876,SNPD,12/31/1986,,,,,,
21879,SNPD,12/04/1976,,,,,,
21880,SNPD,01/04/1972,,,,,,
23127,PM,2011,,,,,,
23559,PM,1993,,,,,,
23563,SNPD,12/31/1976,,,,,,
23565,SNPD,12/02/1967,,,,,,
23566,SNPD,12/31/1989,,,,,,
23567,SNPD,12/31/1991,,,,,,
23568,SNPD,12/31/1989,,,,,,
23570,SNPD,12/31/1988,,,,,,
23571,SNPD,12/04/1976,,,,,,
23572,SNPD,12/31/1983,,,,,,
23574,DEMITTED,12/29/2004,,,,,,
23575,SNPD,12/31/1981,,,,,,
23578,SNPD,12/31/2002,,,,,,
23579,SNPD,12/31/1989,,,,,,
23581,SNPD,12/01/1973,,,,,,
23583,SNPD,12/31/1983,,,,,,
23585,PM,1992,,,,,,
23587,SNPD,12/01/1973,,,,,,
23589,SNPD,12/31/2000,,,,,,
23598,SNPD,12/31/1985,,,,,,
23599,SNPD,12/31/1981,,,,,,
23600,SNPD,12/31/1982,,,,,,
23603,SNPD,12/02/1967,,,,,,
23605,OTHER SNPD,12/31/1995,,,,,,
23607,SNPD,12/31/2001,,,,,,
23609,SNPD,12/01/1973,,,,,,
23610,SNPD,12/04/1999,,,,,,
23611,SNPD,12/31/1982,,,,,,
23612,SNPD,12/04/1999,,,,,,
23613,SNPD,12/03/1966,,,,,,
23614,SNPD,12/31/1986,,,,,,
23616,,,CHARTER LODGE,269,,,,
23618,SNPD,12/31/2000,,,,,,
23620,SNPD,12/31/1983,,,,,,
23622,PM,1986,,,,,,
23623,SNPD,12/31/1982,,,,,,
23626,SNPD,12/31/1985,,,,,,
23627,SNPD,12/31/1981,,,,,,
23630,SNPD,12/31/1985,,,,,,
23633,PM,1996,,,,,,
23637,SNPD,12/31/1986,,,,,,
23640,SNPD,12/31/1979,,,,,,
23641,SNPD,12/31/1987,,,,,,
23642,SNPD,12/31/2000,,,,,,
23643,SNPD,12/31/1989,,,,,,
23644,SNPD,12/31/1982,,,,,,
23646,SNPD,12/02/1967,,,,,,
23647,SNPD,12/31/1990,,,,,,
23648,SNPD,12/31/1985,,,,,,
23649,SNPD,12/01/1973,,,,,,
23652,SNPD,12/31/2001,,,,,,
23653,SNPD,12/01/1973,,,,,,
23654,SNPD,12/31/1979,,,,,,
23656,SNPD,12/31/1987,,,,,,
23657,SNPD,12/31/1986,,,,,,
23658,,,DUAL LODGE,286,03/09/1999,,,
23659,SNPD,12/31/1985,,,,,,
23660,SNPD,12/01/1969,,,,,,
23662,SNPD,12/31/1985,,,,,,
23666,SNPD,12/31/1993,,,,,,
23667,SNPD,12/31/1985,,,,,,
23668,SNPD,12/31/1993,,,,,,
23672,SNPD,12/06/1969,,,,,,
23673,SNPD,12/31/1979,,,,,,
23680,SNPD,12/30/1979,,,,,,
23681,PM,1995,,,,,,
23686,SNPD,12/31/1990,,,,,,
23687,SNPD,12/31/1991,,,,,,
23689,SNPD,12/31/1982,,,,,,
23690,SNPD,12/31/1981,,,,,,
23692,SNPD,12/06/1969,,,,,,
23693,SNPD,12/05/1970,,,,,,
23694,SNPD,12/31/1981,,,,,,
23697,SNPD,12/02/1967,,,,,,
23699,SNPD,12/31/1981,,,,,,
23700,SNPD,12/31/1989,,,,,,
23702,SNPD,12/02/1967,,,,,,
23703,SNPD,12/31/1987,,,,,,
23704,SNPD,12/31/1976,,,,,,
23705,SNPD,12/31/1998,,,,,,
23706,SNPD,08/03/1963,,,,,,
23707,SNPD,12/31/2002,,,,,,
23708,SNPD,12/01/1973,,,,,,
23709,SNPD,12/31/1985,,,,,,
23710,SNPD,12/31/1995,,,,,,
23711,SNPD,12/31/2002,,,,,,
23712,SNPD,12/31/1989,,,,,,
23713,SNPD,12/31/1981,,,,,,
23714,SNPD,12/31/1981,,,,,,
23717,PM,1994,,,,,,
23718,SNPD,12/31/1988,,,,,,
23721,SNPD,12/31/1989,,,,,,
23722,SNPD,12/31/1986,,,,,,
23725,SNPD,12/31/1986,,,,,,
23727,SNPD,12/31/1989,,,,,,
23728,SNPD,12/31/1989,,,,,,
23729,OTHER SNPD,12/31/1995,,,,,,
23730,SNPD,12/31/1989,,,,,,
23732,SNPD,12/31/1981,,,,,,
23734,SNPD,12/31/1985,,,,,,
23737,SNPD,12/31/1994,,,,,,
23742,PM,1983,,,,,,
23746,M,1962,,,,,,
23747,SNPD,12/31/1989,,,,,,
23748,SNPD,12/31/2009,,,,,,
23752,SNPD,12/31/2001,,,,,,
23753,SNPD,12/31/1981,,,,,,
24465,SNPD,12/10/1966,,,,,,
24466,SNPD,12/10/1966,,,,,,
24467,SNPD,08/13/1988,,,,,,
24468,SNPD,12/14/1968,,,,,,
24469,SNPD,12/13/1997,,,,,,
24470,SNPD,0984-12-31,,,,,,
24472,SNPD,12/10/1966,,,,,,
24473,SNPD,12/14/1985,,,,,,
24475,SNPD,12/14/1968,,,,,,
24477,SNPD,0984-12-31,,,,,,
24481,SNPD,12/11/1999,,,,,,
24482,SNPD,12/08/2001,,,,,,
24486,SNPD,12/31/1984,,,,,,
24491,SNPD,12/10/2011,,,,,,
24493,PM,1975,,,,,,
24494,SNPD,12/13/1997,,,,,,
24497,SNPD,12/13/1997,,,,,,
24500,SNPD,08/12/1995,,,,,,
24501,PM,1986,,,,,,
24502,SNPD,12/12/1998,,,,,,
24504,SNPD,07/17/1997,,,,,,
24505,SNPD,11/09/1996,,,,,,
24506,SNPD,12/09/1989,,,,,,
24507,SNPD,12/09/1989,,,,,,
24508,SNPD,01/09/1982,,,,,,
24512,SNPD,12/10/1966,,,,,,
24513,SNPD,12/13/1986,,,,,,
24514,SNPD,12/31/1984,,,,,,
24516,SNPD,12/13/1969,,,,,,
24517,SNPD,12/12/1998,,,,,,
24519,SNPD,01/09/1982,,,,,,
24521,SNPD,08/13/1988,,,,,,
24522,SNPD,12/10/2011,,,,,,
24523,SNPD,12/14/1985,,,,,,
24524,SNPD,12/10/1983,,,,,,
24526,SNPD,12/11/1982,,,,,,
24527,SNPD,12/12/1970,,,,,,
24528,SNPD,11/09/1996,,,,,,
24529,SNPD,12/03/2001,,,,,,
24530,SNPD,12/13/1997,,,,,,
24531,SNPD,12/13/1997,,,,,,
24539,SNPD,12/13/1996,,,,,,
24540,SNPD,12/09/1967,,,,,,
24542,EXPELLED,09/18/2006,,,,,,
24543,SNPD,01/09/1982,,,,,,
24544,SNPD,12/10/1983,,,,,,
24545,SNPD,12/10/1966,,,,,,
24547,SNPD,12/11/1982,,,,,,
24548,SNPD,12/09/1989,,,,,,
24549,SNPD,07/17/1997,,,,,,
24550,51,1934,,,,,,
24553,SNPD,12/14/1968,,,,,,
24555,SNPD,12/14/1968,,,,,,
24556,SNPD,07/17/1997,,,,,,
24557,SNPD,12/10/1966,,,,,,
24562,SNPD,12/10/1983,,,,,,
24563,SNPD,11/09/1996,,,,,,
24564,SNPD,12/14/1968,,,,,,
24565,PM,1982,,,,,,
24566,SNPD,12/14/1968,,,,,,
24567,SNPD,12/13/1969,,,,,,
24568,SNPD,12/08/1973,,,,,,
24569,SNPD,12/10/1966,,,,,,
24570,SNPD,11/13/1976,,,,,,
24571,SNPD,12/14/1985,,,,,,
24573,SNPD,11/09/1996,,,,,,
24574,SNPD,12/09/1989,,,,,,
24577,SNPD,07/17/1997,,,,,,
24579,SNPD,12/09/1989,,,,,,
24580,SNPD,12/14/1985,,,,,,
24581,SNPD,12/14/1985,,,,,,
24582,SNPD,12/12/1998,,,,,,
24583,SNPD,07/17/1997,,,,,,
24584,SNPD,12/09/1989,,,,,,
24587,SNPD,12/14/1968,,,,,,
24588,SNPD,12/14/1968,,,,,,
24589,SNPD,12/14/1985,,,,,,
24590,SNPD,12/14/2002,,,,,,
24591,SNPD,11/09/1996,,,,,,
24593,RESTORED,03/27/2019,,,,,,
24594,SNPD,12/26/1974,,,,,,
24595,SNPD,01/05/1979,,,,,,
24596,SNPD,12/10/1983,,,,,,
24597,SNPD,07/03/1976,,,,,,
24603,SNPD,12/12/1998,,,,,,
24605,SNPD,12/11/1999,,,,,,
24606,SNPD,12/31/1984,,,,,,
24607,SNPD,12/13/1997,,,,,,
24608,3,,,,,,,
24609,SNPD,01/01/1979,,,,,,
24610,SNPD,11/09/1996,,,,,,
24611,SNPD,06/13/1998,,,,,,
24613,SNPD,12/09/1967,,,,,,
24614,SNPD,12/09/2000,,,,,,
24615,SNPD,12/13/1969,,,,,,
24616,SNPD,12/08/1989,,,,,,
24617,SNPD,12/12/1998,,,,,,
24618,SNPD,07/17/1997,,,,,,
24622,SNPD,01/05/1979,,,,,,
24623,SNPD,11/09/1996,,,,,,
24624,SNPD,12/10/1988,,,,,,
24626,SNPD,12/31/1984,,,,,,
24627,SNPD,12/09/1989,,,,,,
24628,SNPD,07/17/1997,,,,,,
24629,SNPD,12/13/1997,,,,,,
24631,SNPD,12/31/1984,,,,,,
24635,SNPD,01/05/1979,,,,,,
24639,SNPD,12/31/1971,,,,,,
24643,RESTORED,05/18/2019,,,,,,
24644,SNPD,12/09/1989,,,,,,
24649,PM,1998,,,,,,
24651,SNPD,12/12/1998,,,,,,
24652,SNPD,12/10/1966,,,,,,
24653,SNPD,12/31/1984,,,,,,
24654,SNPD,12/09/2000,,,,,,
24655,SNPD,12/10/1966,,,,,,
24657,SNPD,11/14/2015,,,,,,
24658,SNPD,11/09/1996,,,,,,
24659,SNPD,12/14/1985,,,,,,
24660,SNPD,11/09/1996,,,,,,
24661,SNPD,12/10/1966,,,,,,
24664,SNPD,12/09/1989,,,,,,
24665,PM,1999,,,,,,
24666,SNPD,12/14/1985,,,,,,
24667,SNPD,12/12/1970,,,,,,
24672,SNPD,08/12/1995,,,,,,
24674,SNPD,12/11/1982,,,,,,
24675,SNPD,12/09/2000,,,,,,
24676,SNPD,12/14/1968,,,,,,
24677,PM,2001,,,,,,
24682,SNPD,12/09/1989,,,,,,
24684,SNPD,12/31/1984,,,,,,
24685,EXPELLED,09/18/2006,,,,,,
24686,SNPD,12/14/1968,,,,,,
24687,SNPD,12/31/1984,,,,,,
24688,SNPD,12/26/1974,,,,,,
24690,SNPD,12/14/1985,,,,,,
24691,SNPD,01/09/1982,,,,,,
24692,,,DUAL LODGE,12,,,,
24695,SNPD,12/13/1969,,,,,,
24696,SNPD,12/03/1973,,,,,,
24697,SNPD,08/12/1995,,,,,,
24699,RESTORED,10/10/2004,,,,,,
24700,SNPD,07/17/1997,,,,,,
24701,RESTORED,01/08/2011,,,,,,
24706,SNPD,12/10/1983,,,,,,
24710,SNPD,12/11/1993,,,,,,
24712,SNPD,12/11/1982,,,,,,
24719,SNPD,11/09/1996,,,,,,
24721,SNPD,01/09/1982,,,,,,
24722,SNPD,01/09/1982,,,,,,
24724,SNPD,12/11/1999,,,,,,
24727,SNPD,12/11/1982,,,,,,
24729,SNPD,12/09/1989,,,,,,
24732,RESTORED,01/08/2011,,,,,,
24733,SNPD,07/17/1997,,,,,,
24734,SNPD,12/14/1968,,,,,,
24735,SNPD,0984-12-31,,,,,,
24736,SNPD,12/09/1989,,,,,,
24738,SNPD,11/13/1976,,,,,,
24741,PM,1965,,,,,,
24742,SNPD,12/11/1999,,,,,,
24743,SNPD,07/03/1976,,,,,,
24744,SNPD,12/09/1989,,,,,,
24745,SNPD,12/09/1989,,,,,,
24746,SNPD,12/14/1968,,,,,,
24747,SNPD,12/10/1983,,,,,,
24749,PM,1978,,,,,,
24750,PM,1928,,,,,,
24754,SNPD,12/14/2002,,,,,,
24755,SNPD,12/11/1993,,,,,,
24757,SNPD,12/31/1984,,,,,,
24760,SNPD,07/17/1997,,,,,,
24762,SNPD,12/13/1969,,,,,,
24765,SNPD,12/14/1985,,,,,,
24769,SNPD,12/08/1990,,,,,,
24770,SNPD,11/14/2015,,,,,,
24771,SNPD,11/12/2022,,,,,,
24775,SNPD,07/17/1997,,,,,,
24776,SNPD,12/13/1969,,,,,,
24779,SNPD,12/10/1966,,,,,,
24783,SNPD,12/14/1985,,,,,,
24785,SNPD,12/09/1989,,,,,,
24790,PM,1985,,,,,,
24791,SNPD,12/14/2013,,,,,,
24795,SNPD,12/14/1968,,,,,,
24797,SNPD,07/17/1997,,,,,,
24798,SNPD,12/31/1984,,,,,,
24799,SNPD,12/11/1965,,,,,,
24802,SNPD,12/09/1989,,,,,,
24803,SNPD,07/17/1997,,,,,,
24804,SNPD,11/13/1976,,,,,,
24805,SNPD,12/08/2001,,,,,,
24806,SNPD,01/05/1979,,,,,,
24808,SNPD,12/14/1985,,,,,,
24809,SNPD,12/12/1992,,,,,,
24810,SNPD,12/14/1985,,,,,,
24811,SNPD,12/14/1985,,,,,,
24812,SNPD,12/31/1984,,,,,,
24813,SNPD,12/31/1984,,,,,,
24816,SNPD,12/08/2001,,,,,,
24819,PM,2002,,,,,,
24821,SNPD,12/09/1989,,,,,,
24823,SNPD,12/09/1967,,,,,,
24824,SNPD,11/09/1996,,,,,,
24826,SNPD,12/11/1999,,,,,,
24829,SNPD,02/28/2013,,,,,,
24830,SNPD,12/10/2016,,,,,,
24831,SNPD,12/09/1967,,,,,,
24835,SNPD,12/09/1967,,,,,,
24836,SNPD,12/31/1984,,,,,,
24838,SNPD,12/09/1989,,,,,,
24842,SNPD,12/31/1984,,,,,,
24844,SNPD,12/08/2001,,,,,,
24845,SNPD,12/10/2011,,,,,,
24846,PM,2012,,,,,,
24847,SNPD,12/09/1990,,,,,,
24851,SNPD,12/14/1968,,,,,,
24854,SNPD,09/14/2019,,,,,,
24855,SNPD,06/13/1998,,,,,,
24856,SNPD,12/09/2000,,,,,,
24857,SNPD,12/09/1989,,,,,,
24858,PM,1992,,,,,,
24859,SNPD,12/10/1988,,,,,,
24860,SNPD,12/08/2001,,,,,,
24861,SNPD,12/14/2013,,,,,,
24863,SNPD,12/09/1989,,,,,,
24864,M,1980,,,,,,
24866,SNPD,12/31/1984,,,,,,
24867,SNPD,12/08/1990,,,,,,
24868,SNPD,12/11/1965,,,,,,
24873,RESTORED,01/08/2011,,,,,,
24876,PM,1983,,,,,,
24877,SNPD,07/17/1997,,,,,,
24878,PM,1950,,,,,,
24882,SNPD,06/17/1975,,,,,,
24885,SNPD,12/08/2001,,,,,,
24886,SNPD,12/03/2001,,,,,,
24888,SNPD,01/05/2013,,,,,,
24891,SNPD,12/09/1967,,,,,,
24893,SNPD,12/12/1998,,,,,,
24901,SNPD,12/09/1989,,,,,,
24902,,,DUAL LODGE,34,,,,
24903,SNPD,01/05/1979,,,,,,
24906,SNPD,11/09/1996,,,,,,
24907,SNPD,12/10/1966,,,,,,
24908,SNPD,12/10/1966,,,,,,
24919,SNPD,12/12/1998,,,,,,
24922,SNPD,12/08/2001,,,,,,
24928,SNPD,12/14/1985,,,,,,
24930,SNPD,07/17/1997,,,,,,
24931,SNPD,12/09/2000,,,,,,
24933,SNPD,12/12/1992,,,,,,
24934,PM,2008,,,,,,
24935,SNPD,08/13/1988,,,,,,
24936,SNPD,01/09/1982,,,,,,
24937,SNPD,12/26/1974,,,,,,
24941,SNPD,12/14/1985,,,,,,
24943,SNPD,12/14/1968,,,,,,
24944,SNPD,12/14/1968,,,,,,
24945,,,DUAL LODGE,13,07/31/2001,,,
24946,SNPD,12/10/1983,,,,,,
24947,SNPD,01/09/1982,,,,,,
24949,SNPD,12/14/1968,,,,,,
24951,SNPD,12/14/1968,,,,,,
24952,SNPD,12/09/1989,,,,,,
24954,PM,1976,,,,,,
24957,SNPD,12/09/1989,,,,,,
24958,SNPD,01/05/1979,,,,,,
24959,SNPD,12/13/1997,,,,,,
24960,SNPD,12/09/2000,,,,,,
24962,SNPD,12/16/2014,,,,,,
24965,SNPD,12/12/1992,,,,,,
24967,SNPD,12/13/1993,,,,,,
24968,SNPD,11/09/1996,,,,,,
24970,SNPD,12/14/1985,,,,,,
24976,PM,2003,,,,,,
24978,SNPD,12/08/1990,,,,,,
24981,SNPD,12/09/1989,,,,,,
24982,SNPD,06/17/1975,,,,,,
24984,SNPD,12/10/1983,,,,,,
24985,SNPD,12/10/1983,,,,,,
24986,SNPD,12/10/1983,,,,,,
24987,SNPD,11/09/1996,,,,,,
24988,SNPD,12/14/1985,,,,,,
24989,SNPD,11/12/2022,,,,,,
24991,SNPD,12/12/1998,,,,,,
24993,SNPD,09/14/2019,,,,,,
24997,SNPD,12/10/1983,,,,,,
24999,SNPD,12/31/1984,,,,,,
25001,SNPD,12/11/1982,,,,,,
25002,SNPD,12/31/1984,,,,,,
25003,SNPD,12/12/1970,,,,,,
25008,RESTORED,01/28/2014,,,,,,
25009,M,1974,,,,,,
25010,SNPD,12/10/1983,,,,,,
25013,SNPD,01/05/1979,,,,,,
25014,SNPD,11/09/1996,,,,,,
25019,SNPD,12/14/1985,,,,,,
25021,PM,1941,,,,,,
25026,SNPD,07/17/1997,,,,,,
25027,SNPD,12/11/1982,,,,,,
25028,SNPD,12/31/1984,,,,,,
25030,SNPD,12/14/1985,,,,,,
25032,SNPD,02/12/1983,,,,,,
25033,PM,1993,,,,,,
25034,PM,1978,,,,,,
25035,SNPD,01/09/1982,,,,,,
25040,SNPD,08/12/1995,,,,,,
25042,SNPD,12/11/1982,,,,,,
25044,SNPD,12/14/2002,,,,,,
25046,SNPD,12/08/2001,,,,,,
25047,SNPD,01/09/1982,,,,,,
25048,PM,1970,,,,,,
25053,SNPD,12/14/1985,,,,,,
25058,PM,2007,,,,,,
25060,SNPD,12/14/2002,,,,,,
25061,SNPD,12/12/1998,,,,,,
25072,PM,1987,,,,,,
25073,SNPD,01/05/2013,,,,,,
25074,RESTORED,01/08/2011,,,,,,
25076,RESTORED,06/12/2010,,,,,,
25078,SNPD,12/10/1988,,,,,,
25079,SNPD,12/10/1988,,,,,,
25082,SNPD,12/31/1984,,,,,,
25083,SNPD,12/11/1982,,,,,,
28339,SNPD,12/31/2000,,,,,,
28441,SNPD,12/31/1995,,,,,,
29032,PM,2006,,,,,,
29445,SNPD,12/31/1995,,,,,,
29446,SNPD,12/31/1999,,,,,,
29460,SNPD,11/23/2002,,,,,,
32234,PM,1960,,,,,,
32235,PM,1988,,,,,,
32450,PM,1990,,,,,,
32454,SNPD,11/09/1996,,,,,,
32455,SNPD,12/14/2013,,,,,,
32456,PM,1996,,,,,,
32460,PM,1994,,,,,,
32544,SNPD,10/31/1998,,,,,,
34350,SNPD,12/11/1993,,,,,,
34615,,,DUAL LODGE,173,12/19/1986,,,
49897,SNPD,10/31/2003,,,,,,
49899,PM,1997,,,,,,
57408,SNPD,11/09/1996,,,,,,
57409,PM,1995,,,,,,
57411,SNPD,11/09/1996,,,,,,
57412,SNPD,12/13/1997,,,,,,
57413,SNPD,11/09/1996,,,,,,
57414,SNPD,12/11/2010,,,,,,
